"batch_id","state_id","page_id","state_name","reference_file","implementation_status","code_location","test_or_fixture","notes"
"B02","PUB-001-S06","PUB-001","部分上传失败","ui-reference/detailed/V1.2.0/PUB-001-S06.png","ALREADY_MATCHED","PublishScreen.kt; ProjectSubmissionViewModel.kt; HttpProjectSubmissionRepository.kt","ProjectSubmissionViewModelTest；project_contract_test.php；full_spec_contract_test.php；服务器门禁","状态由同一 Screen、公共组件和真实 UI State 实现；该瞬态或强制异常未单独采集真机截图，结论来自源码分支、单元/合同测试及同页代表性真机视觉抽查，不声称逐图自动截图。"
"B02","PUB-002-S01","PUB-002","图片排序","ui-reference/detailed/V1.2.0/PUB-002-S01.png","ALREADY_MATCHED","PublishScreen.kt; ProjectSubmissionViewModel.kt; HttpProjectSubmissionRepository.kt","最终真机 final-10208/01-sort.png、01-sort.xml","该状态有直接或同页代表性真机证据；动态项目文字、真实图片和设备系统栏不作为视觉不一致。"
"B02","PUB-002-S02","PUB-002","拖动排序","ui-reference/detailed/V1.2.0/PUB-002-S02.png","ALREADY_MATCHED","PublishScreen.kt; ProjectSubmissionViewModel.kt; HttpProjectSubmissionRepository.kt","最终真机 final-10208/02-drag-mid.png、03-drag-final.png","该状态有直接或同页代表性真机证据；动态项目文字、真实图片和设备系统栏不作为视觉不一致。"
"B02","PUB-002-S03","PUB-002","已更换封面","ui-reference/detailed/V1.2.0/PUB-002-S03.png","ALREADY_MATCHED","PublishScreen.kt; ProjectSubmissionViewModel.kt; HttpProjectSubmissionRepository.kt","最终真机 final-10208/03-drag-final.png；设为封面真实换序","该状态有直接或同页代表性真机证据；动态项目文字、真实图片和设备系统栏不作为视觉不一致。"
"B02","PUB-002-S04","PUB-002","排序保存失败","ui-reference/detailed/V1.2.0/PUB-002-S04.png","NOT_APPLICABLE","PublishScreen.kt; V1.2.0_INTERACTION_MAP.csv","INT-SORT-001/002 为 LOCAL_UI_STATE；INT-SORT-003 为 LOCAL_BACK_WITH_RESULT","合同没有独立排序保存 API，完成排序只把本地顺序返回发布表单，因此不存在可达的“排序保存失败”。提交/编辑保存失败分别由 PUB-001-S10、PUB-004-S08 覆盖，不能伪造不可达状态。"
"B02","PUB-OV-001-S01","PUB-OV-001","确认删除图片","ui-reference/detailed/V1.2.0/PUB-OV-001-S01.png","ALREADY_MATCHED","PublishScreen.kt; ProjectSubmissionViewModel.kt; HttpProjectSubmissionRepository.kt","真机 final-10205/11-image-delete-confirm.png；final-10208/05-remove-confirm.xml","该状态有直接或同页代表性真机证据；动态项目文字、真实图片和设备系统栏不作为视觉不一致。"
"B02","PUB-OV-001-S02","PUB-OV-001","删除中","ui-reference/detailed/V1.2.0/PUB-OV-001-S02.png","ALREADY_MATCHED","PublishScreen.kt; ProjectSubmissionViewModel.kt; HttpProjectSubmissionRepository.kt","真机 final-10208/05-remove-confirm.xml、06-one-image.xml","该状态有直接或同页代表性真机证据；动态项目文字、真实图片和设备系统栏不作为视觉不一致。"
"B02","PUB-OV-001-S03","PUB-OV-001","删除失败","ui-reference/detailed/V1.2.0/PUB-OV-001-S03.png","ALREADY_MATCHED","PublishScreen.kt; ProjectSubmissionViewModel.kt; HttpProjectSubmissionRepository.kt","ProjectSubmissionViewModelTest 删除成功/失败测试；真实 DELETE 访问日志","状态由同一 Screen、公共组件和真实 UI State 实现；该瞬态或强制异常未单独采集真机截图，结论来自源码分支、单元/合同测试及同页代表性真机视觉抽查，不声称逐图自动截图。"
"B03","PUB-001-S08","PUB-001","提交中","ui-reference/detailed/V1.2.0/PUB-001-S08.png","ALREADY_MATCHED","PublishScreen.kt; PublishResultScreen.kt; ProjectSubmissionViewModel.kt; api.inc.php","真机 final-10205/25-full-submitting.png；幂等合同测试","该状态有直接或同页代表性真机证据；动态项目文字、真实图片和设备系统栏不作为视觉不一致。"
"B03","PUB-001-S09","PUB-001","提交成功","ui-reference/detailed/V1.2.0/PUB-001-S09.png","ALREADY_MATCHED","PublishScreen.kt; PublishResultScreen.kt; ProjectSubmissionViewModel.kt; api.inc.php","真机 final-10205/26-full-submit-result.png","该状态有直接或同页代表性真机证据；动态项目文字、真实图片和设备系统栏不作为视觉不一致。"
"B03","PUB-001-S10","PUB-001","提交网络失败","ui-reference/detailed/V1.2.0/PUB-001-S10.png","ALREADY_MATCHED","PublishScreen.kt; PublishResultScreen.kt; ProjectSubmissionViewModel.kt; api.inc.php","ProjectSubmissionViewModelTest；project_contract_test.php；full_spec_contract_test.php；服务器门禁","状态由同一 Screen、公共组件和真实 UI State 实现；该瞬态或强制异常未单独采集真机截图，结论来自源码分支、单元/合同测试及同页代表性真机视觉抽查，不声称逐图自动截图。"
"B03","PUB-001-S11","PUB-001","达到每日上限","ui-reference/detailed/V1.2.0/PUB-001-S11.png","ALREADY_MATCHED","PublishScreen.kt; PublishResultScreen.kt; ProjectSubmissionViewModel.kt; api.inc.php","ProjectSubmissionViewModelTest；project_contract_test.php；full_spec_contract_test.php；服务器门禁","状态由同一 Screen、公共组件和真实 UI State 实现；该瞬态或强制异常未单独采集真机截图，结论来自源码分支、单元/合同测试及同页代表性真机视觉抽查，不声称逐图自动截图。"
"B03","PUB-001-S12","PUB-001","待审核数量上限","ui-reference/detailed/V1.2.0/PUB-001-S12.png","ALREADY_MATCHED","PublishScreen.kt; PublishResultScreen.kt; ProjectSubmissionViewModel.kt; api.inc.php","ProjectSubmissionViewModelTest；project_contract_test.php；full_spec_contract_test.php；服务器门禁","状态由同一 Screen、公共组件和真实 UI State 实现；该瞬态或强制异常未单独采集真机截图，结论来自源码分支、单元/合同测试及同页代表性真机视觉抽查，不声称逐图自动截图。"
"B03","PUB-001-S13","PUB-001","登录过期","ui-reference/detailed/V1.2.0/PUB-001-S13.png","ALREADY_MATCHED","PublishScreen.kt; PublishResultScreen.kt; ProjectSubmissionViewModel.kt; api.inc.php","ProjectSubmissionViewModelTest；project_contract_test.php；full_spec_contract_test.php；服务器门禁","状态由同一 Screen、公共组件和真实 UI State 实现；该瞬态或强制异常未单独采集真机截图，结论来自源码分支、单元/合同测试及同页代表性真机视觉抽查，不声称逐图自动截图。"
"B03","PUB-003-S01","PUB-003","已提交待审核","ui-reference/detailed/V1.2.0/PUB-003-S01.png","ALREADY_MATCHED","PublishScreen.kt; PublishResultScreen.kt; ProjectSubmissionViewModel.kt; api.inc.php","真机 final-10205/26-full-submit-result.png、27-full-my-published.png","该状态有直接或同页代表性真机证据；动态项目文字、真实图片和设备系统栏不作为视觉不一致。"
"B03","PUB-003-S02","PUB-003","直接发布成功","ui-reference/detailed/V1.2.0/PUB-003-S02.png","ALREADY_MATCHED","PublishScreen.kt; PublishResultScreen.kt; ProjectSubmissionViewModel.kt; api.inc.php","ProjectSubmissionViewModelTest 的 pending/published 响应测试；服务器合同门禁","状态由同一 Screen、公共组件和真实 UI State 实现；该瞬态或强制异常未单独采集真机截图，结论来自源码分支、单元/合同测试及同页代表性真机视觉抽查，不声称逐图自动截图。"
"B03","PUB-003-S03","PUB-003","服务端未接受","ui-reference/detailed/V1.2.0/PUB-003-S03.png","ALREADY_MATCHED","PublishScreen.kt; PublishResultScreen.kt; ProjectSubmissionViewModel.kt; api.inc.php","ProjectSubmissionViewModelTest 的 pending/published 响应测试；服务器合同门禁","状态由同一 Screen、公共组件和真实 UI State 实现；该瞬态或强制异常未单独采集真机截图，结论来自源码分支、单元/合同测试及同页代表性真机视觉抽查，不声称逐图自动截图。"
"B04","PUB-004-S01","PUB-004","编辑加载","ui-reference/detailed/V1.2.0/PUB-004-S01.png","ALREADY_MATCHED","PublishScreen.kt; ProjectDetailScreen.kt; ProjectSubmissionViewModel.kt; api.inc.php","PublishScreen 编辑 UI State；ProjectSubmissionViewModelTest；row_version/4091 合同测试","状态由同一 Screen、公共组件和真实 UI State 实现；该瞬态或强制异常未单独采集真机截图，结论来自源码分支、单元/合同测试及同页代表性真机视觉抽查，不声称逐图自动截图。"
"B04","PUB-004-S02","PUB-004","编辑内容","ui-reference/detailed/V1.2.0/PUB-004-S02.png","ALREADY_MATCHED","PublishScreen.kt; ProjectDetailScreen.kt; ProjectSubmissionViewModel.kt; api.inc.php","PublishScreen 编辑 UI State；ProjectSubmissionViewModelTest；row_version/4091 合同测试","状态由同一 Screen、公共组件和真实 UI State 实现；该瞬态或强制异常未单独采集真机截图，结论来自源码分支、单元/合同测试及同页代表性真机视觉抽查，不声称逐图自动截图。"
"B04","PUB-004-S03","PUB-004","重新审核提示","ui-reference/detailed/V1.2.0/PUB-004-S03.png","ALREADY_MATCHED","PublishScreen.kt; ProjectDetailScreen.kt; ProjectSubmissionViewModel.kt; api.inc.php","PublishScreen 编辑 UI State；ProjectSubmissionViewModelTest；row_version/4091 合同测试","状态由同一 Screen、公共组件和真实 UI State 实现；该瞬态或强制异常未单独采集真机截图，结论来自源码分支、单元/合同测试及同页代表性真机视觉抽查，不声称逐图自动截图。"
"B04","PUB-004-S04","PUB-004","保存中","ui-reference/detailed/V1.2.0/PUB-004-S04.png","ALREADY_MATCHED","PublishScreen.kt; ProjectDetailScreen.kt; ProjectSubmissionViewModel.kt; api.inc.php","PublishScreen 编辑 UI State；ProjectSubmissionViewModelTest；row_version/4091 合同测试","状态由同一 Screen、公共组件和真实 UI State 实现；该瞬态或强制异常未单独采集真机截图，结论来自源码分支、单元/合同测试及同页代表性真机视觉抽查，不声称逐图自动截图。"
"B04","PUB-004-S05","PUB-004","保存成功","ui-reference/detailed/V1.2.0/PUB-004-S05.png","ALREADY_MATCHED","PublishScreen.kt; ProjectDetailScreen.kt; ProjectSubmissionViewModel.kt; api.inc.php","PublishScreen 编辑 UI State；ProjectSubmissionViewModelTest；row_version/4091 合同测试","状态由同一 Screen、公共组件和真实 UI State 实现；该瞬态或强制异常未单独采集真机截图，结论来自源码分支、单元/合同测试及同页代表性真机视觉抽查，不声称逐图自动截图。"
"B04","PUB-004-S06","PUB-004","版本冲突","ui-reference/detailed/V1.2.0/PUB-004-S06.png","ALREADY_MATCHED","PublishScreen.kt; ProjectDetailScreen.kt; ProjectSubmissionViewModel.kt; api.inc.php","PublishScreen 编辑 UI State；ProjectSubmissionViewModelTest；row_version/4091 合同测试","状态由同一 Screen、公共组件和真实 UI State 实现；该瞬态或强制异常未单独采集真机截图，结论来自源码分支、单元/合同测试及同页代表性真机视觉抽查，不声称逐图自动截图。"
"B04","PUB-004-S07","PUB-004","无权或项目不存在","ui-reference/detailed/V1.2.0/PUB-004-S07.png","ALREADY_MATCHED","PublishScreen.kt; ProjectDetailScreen.kt; ProjectSubmissionViewModel.kt; api.inc.php","PublishScreen 编辑 UI State；ProjectSubmissionViewModelTest；row_version/4091 合同测试","状态由同一 Screen、公共组件和真实 UI State 实现；该瞬态或强制异常未单独采集真机截图，结论来自源码分支、单元/合同测试及同页代表性真机视觉抽查，不声称逐图自动截图。"
"B04","PUB-004-S08","PUB-004","保存失败","ui-reference/detailed/V1.2.0/PUB-004-S08.png","ALREADY_MATCHED","PublishScreen.kt; ProjectDetailScreen.kt; ProjectSubmissionViewModel.kt; api.inc.php","PublishScreen 编辑 UI State；ProjectSubmissionViewModelTest；row_version/4091 合同测试","状态由同一 Screen、公共组件和真实 UI State 实现；该瞬态或强制异常未单独采集真机截图，结论来自源码分支、单元/合同测试及同页代表性真机视觉抽查，不声称逐图自动截图。"
"B04","HOME-004-S03","HOME-004","本人待审核项目","ui-reference/detailed/V1.2.0/HOME-004-S03.png","ALREADY_MATCHED","PublishScreen.kt; ProjectDetailScreen.kt; ProjectSubmissionViewModel.kt; api.inc.php","真机 final-10205/28-full-new-detail.png、29-full-owner-actions.png","该状态有直接或同页代表性真机证据；动态项目文字、真实图片和设备系统栏不作为视觉不一致。"
"B04","HOME-004-S04","HOME-004","本人被驳回项目","ui-reference/detailed/V1.2.0/HOME-004-S04.png","ALREADY_MATCHED","PublishScreen.kt; ProjectDetailScreen.kt; ProjectSubmissionViewModel.kt; api.inc.php","ProjectDetailScreen owner_actions 状态分支；生产种子状态与代表性真机回归","状态由同一 Screen、公共组件和真实 UI State 实现；该瞬态或强制异常未单独采集真机截图，结论来自源码分支、单元/合同测试及同页代表性真机视觉抽查，不声称逐图自动截图。"
"B04","HOME-004-S05","HOME-004","本人已下架项目","ui-reference/detailed/V1.2.0/HOME-004-S05.png","ALREADY_MATCHED","PublishScreen.kt; ProjectDetailScreen.kt; ProjectSubmissionViewModel.kt; api.inc.php","ProjectDetailScreen owner_actions 状态分支；生产种子状态与代表性真机回归","状态由同一 Screen、公共组件和真实 UI State 实现；该瞬态或强制异常未单独采集真机截图，结论来自源码分支、单元/合同测试及同页代表性真机视觉抽查，不声称逐图自动截图。"
"B05","ME-002-S01","ME-002","项目列表加载","ui-reference/detailed/V1.2.0/ME-002-S01.png","ALREADY_MATCHED","MyProjectsScreen.kt; ProjectSubmissionViewModel.kt; HttpProjectSubmissionRepository.kt","MyProjectsScreen 统一列表 UI State；ProjectSubmissionViewModelTest；服务器列表合同","状态由同一 Screen、公共组件和真实 UI State 实现；该瞬态或强制异常未单独采集真机截图，结论来自源码分支、单元/合同测试及同页代表性真机视觉抽查，不声称逐图自动截图。"
"B05","ME-002-S02","ME-002","全部项目","ui-reference/detailed/V1.2.0/ME-002-S02.png","ALREADY_MATCHED","MyProjectsScreen.kt; ProjectSubmissionViewModel.kt; HttpProjectSubmissionRepository.kt","真机 final-10205/15-my-published.png、27-full-my-published.png","该状态有直接或同页代表性真机证据；动态项目文字、真实图片和设备系统栏不作为视觉不一致。"
"B05","ME-002-S03","ME-002","待审核","ui-reference/detailed/V1.2.0/ME-002-S03.png","ALREADY_MATCHED","MyProjectsScreen.kt; ProjectSubmissionViewModel.kt; HttpProjectSubmissionRepository.kt","真机 final-10205/15-my-published.png、32-full-post-withdraw-list.png","该状态有直接或同页代表性真机证据；动态项目文字、真实图片和设备系统栏不作为视觉不一致。"
"B05","ME-002-S04","ME-002","已发布","ui-reference/detailed/V1.2.0/ME-002-S04.png","ALREADY_MATCHED","MyProjectsScreen.kt; ProjectSubmissionViewModel.kt; HttpProjectSubmissionRepository.kt","MyProjectsScreen 统一列表 UI State；ProjectSubmissionViewModelTest；服务器列表合同","状态由同一 Screen、公共组件和真实 UI State 实现；该瞬态或强制异常未单独采集真机截图，结论来自源码分支、单元/合同测试及同页代表性真机视觉抽查，不声称逐图自动截图。"
"B05","ME-002-S05","ME-002","已驳回","ui-reference/detailed/V1.2.0/ME-002-S05.png","ALREADY_MATCHED","MyProjectsScreen.kt; ProjectSubmissionViewModel.kt; HttpProjectSubmissionRepository.kt","MyProjectsScreen 统一列表 UI State；ProjectSubmissionViewModelTest；服务器列表合同","状态由同一 Screen、公共组件和真实 UI State 实现；该瞬态或强制异常未单独采集真机截图，结论来自源码分支、单元/合同测试及同页代表性真机视觉抽查，不声称逐图自动截图。"
"B05","ME-002-S06","ME-002","已下架","ui-reference/detailed/V1.2.0/ME-002-S06.png","ALREADY_MATCHED","MyProjectsScreen.kt; ProjectSubmissionViewModel.kt; HttpProjectSubmissionRepository.kt","MyProjectsScreen 统一列表 UI State；ProjectSubmissionViewModelTest；服务器列表合同","状态由同一 Screen、公共组件和真实 UI State 实现；该瞬态或强制异常未单独采集真机截图，结论来自源码分支、单元/合同测试及同页代表性真机视觉抽查，不声称逐图自动截图。"
"B05","ME-002-S07","ME-002","无项目","ui-reference/detailed/V1.2.0/ME-002-S07.png","ALREADY_MATCHED","MyProjectsScreen.kt; ProjectSubmissionViewModel.kt; HttpProjectSubmissionRepository.kt","MyProjectsScreen 统一列表 UI State；ProjectSubmissionViewModelTest；服务器列表合同","状态由同一 Screen、公共组件和真实 UI State 实现；该瞬态或强制异常未单独采集真机截图，结论来自源码分支、单元/合同测试及同页代表性真机视觉抽查，不声称逐图自动截图。"
"B05","ME-002-S08","ME-002","加载更多","ui-reference/detailed/V1.2.0/ME-002-S08.png","ALREADY_MATCHED","MyProjectsScreen.kt; ProjectSubmissionViewModel.kt; HttpProjectSubmissionRepository.kt","MyProjectsScreen 统一列表 UI State；ProjectSubmissionViewModelTest；服务器列表合同","状态由同一 Screen、公共组件和真实 UI State 实现；该瞬态或强制异常未单独采集真机截图，结论来自源码分支、单元/合同测试及同页代表性真机视觉抽查，不声称逐图自动截图。"
"B05","ME-002-S09","ME-002","加载更多失败","ui-reference/detailed/V1.2.0/ME-002-S09.png","ALREADY_MATCHED","MyProjectsScreen.kt; ProjectSubmissionViewModel.kt; HttpProjectSubmissionRepository.kt","MyProjectsScreen 统一列表 UI State；ProjectSubmissionViewModelTest；服务器列表合同","状态由同一 Screen、公共组件和真实 UI State 实现；该瞬态或强制异常未单独采集真机截图，结论来自源码分支、单元/合同测试及同页代表性真机视觉抽查，不声称逐图自动截图。"
"B05","ME-002-S10","ME-002","离线缓存","ui-reference/detailed/V1.2.0/ME-002-S10.png","ALREADY_MATCHED","MyProjectsScreen.kt; ProjectSubmissionViewModel.kt; HttpProjectSubmissionRepository.kt","MyProjectsScreen 统一列表 UI State；ProjectSubmissionViewModelTest；服务器列表合同","状态由同一 Screen、公共组件和真实 UI State 实现；该瞬态或强制异常未单独采集真机截图，结论来自源码分支、单元/合同测试及同页代表性真机视觉抽查，不声称逐图自动截图。"
"B05","ME-002-S11","ME-002","列表失败","ui-reference/detailed/V1.2.0/ME-002-S11.png","ALREADY_MATCHED","MyProjectsScreen.kt; ProjectSubmissionViewModel.kt; HttpProjectSubmissionRepository.kt","MyProjectsScreen 统一列表 UI State；ProjectSubmissionViewModelTest；服务器列表合同","状态由同一 Screen、公共组件和真实 UI State 实现；该瞬态或强制异常未单独采集真机截图，结论来自源码分支、单元/合同测试及同页代表性真机视觉抽查，不声称逐图自动截图。"
"B06","ME-OV-002-S01","ME-OV-002","待审核项目操作","ui-reference/detailed/V1.2.0/ME-OV-002-S01.png","ALREADY_MATCHED","MyProjectsScreen.kt; ProjectDetailScreen.kt; api.inc.php","真机 final-10205/29-full-owner-actions.png、30-full-withdraw-confirm.png","该状态有直接或同页代表性真机证据；动态项目文字、真实图片和设备系统栏不作为视觉不一致。"
"B06","ME-OV-002-S02","ME-OV-002","已发布项目操作","ui-reference/detailed/V1.2.0/ME-OV-002-S02.png","ALREADY_MATCHED","MyProjectsScreen.kt; ProjectDetailScreen.kt; api.inc.php","MyProjectsScreen owner_actions 操作面板；后台状态机合同与代表性真机回归","状态由同一 Screen、公共组件和真实 UI State 实现；该瞬态或强制异常未单独采集真机截图，结论来自源码分支、单元/合同测试及同页代表性真机视觉抽查，不声称逐图自动截图。"
"B06","ME-OV-002-S03","ME-OV-002","驳回项目操作","ui-reference/detailed/V1.2.0/ME-OV-002-S03.png","ALREADY_MATCHED","MyProjectsScreen.kt; ProjectDetailScreen.kt; api.inc.php","MyProjectsScreen owner_actions 操作面板；后台状态机合同与代表性真机回归","状态由同一 Screen、公共组件和真实 UI State 实现；该瞬态或强制异常未单独采集真机截图，结论来自源码分支、单元/合同测试及同页代表性真机视觉抽查，不声称逐图自动截图。"
"B06","ME-OV-002-S04","ME-OV-002","下架项目操作","ui-reference/detailed/V1.2.0/ME-OV-002-S04.png","ALREADY_MATCHED","MyProjectsScreen.kt; ProjectDetailScreen.kt; api.inc.php","MyProjectsScreen owner_actions 操作面板；后台状态机合同与代表性真机回归","状态由同一 Screen、公共组件和真实 UI State 实现；该瞬态或强制异常未单独采集真机截图，结论来自源码分支、单元/合同测试及同页代表性真机视觉抽查，不声称逐图自动截图。"
