state_id,page_id,state_name,reference_file,implementation_status,code_location,notes
AUTH-001-S15,AUTH-001,网络错误,ui-reference/detailed/V1.0.0/AUTH-001-S15.png,ALREADY_MATCHED,"ui/auth/LoginScreen.kt; ui/auth/AuthViewModel.kt","5001 网络异常显示红色强调反馈、保留输入并提供重试。"
AUTH-001-S16,AUTH-001,请求超时,ui-reference/detailed/V1.0.0/AUTH-001-S16.png,ALREADY_MATCHED,"ui/auth/LoginScreen.kt; ui/auth/AuthViewModel.kt","根据网络异常信息区分超时，显示橙色强调反馈、保留输入并提供重试。"
AUTH-002-S01,AUTH-002,注册默认,ui-reference/detailed/V1.0.0/AUTH-002-S01.png,ALREADY_MATCHED,"ui/auth/RegisterScreen.kt; ui/auth/AuthEntryScreen.kt","同一 RegisterScreen 保持不发送短信的手机号、双密码及默认勾选协议结构。"
AUTH-002-S02,AUTH-002,输入聚焦,ui-reference/detailed/V1.0.0/AUTH-002-S02.png,ALREADY_MATCHED,"ui/auth/RegisterScreen.kt; ui/components/StkComponents.kt","注册输入复用品牌蓝聚焦边框、统一光标和数字/密码键盘配置。"
AUTH-002-S03,AUTH-002,手机号已注册,ui-reference/detailed/V1.0.0/AUTH-002-S03.png,ALREADY_MATCHED,"ui/auth/RegisterScreen.kt; ui/auth/AuthViewModel.kt","服务端 4005 映射到手机号红色边框并提示直接登录或找回密码。"
AUTH-002-S04,AUTH-002,两次密码不一致,ui-reference/detailed/V1.0.0/AUTH-002-S04.png,ALREADY_MATCHED,"ui/auth/RegisterScreen.kt; data/auth/AuthValidators.kt","确认密码使用红色边框和“两次输入的密码不一致”行内错误。"
AUTH-002-S05,AUTH-002,未同意协议,ui-reference/detailed/V1.0.0/AUTH-002-S05.png,ALREADY_MATCHED,"ui/auth/RegisterScreen.kt","协议区域显示红色边框/浅红背景及“请先阅读并同意协议”。"
AUTH-002-S06,AUTH-002,其他校验错误,ui-reference/detailed/V1.0.0/AUTH-002-S06.png,ALREADY_MATCHED,"ui/auth/RegisterScreen.kt; data/auth/AuthValidators.kt","手机号和密码错误统一落在对应字段；参考文案仅在注册 UI 映射，不改变校验规则。"
AUTH-002-S07,AUTH-002,等待安全验证码,ui-reference/detailed/V1.0.0/AUTH-002-S07.png,ALREADY_MATCHED,"ui/auth/RegisterScreen.kt; ui/auth/CaptchaDialog.kt","注册沿用同一验证码 Dialog 与 UI State，保留已填表单且未复制 Screen；B03 服务器三项验证通过。"
AUTH-002-S08,AUTH-002,注册提交中,ui-reference/detailed/V1.0.0/AUTH-002-S08.png,ALREADY_MATCHED,"ui/auth/RegisterScreen.kt; ui/auth/AuthViewModel.kt","Registering 阶段关闭验证码层、锁定表单/协议/返回并显示“注册中”。"
AUTH-002-S09,AUTH-002,注册成功,ui-reference/detailed/V1.0.0/AUTH-002-S09.png,ALREADY_MATCHED,"ui/components/StkDialogs.kt; ui/auth/AuthViewModel.kt","真实 Discuz Session 创建后显示不可误触关闭的注册成功 Dialog，再由用户进入配置路由。"
AUTH-002-S10,AUTH-002,注册限流,ui-reference/detailed/V1.0.0/AUTH-002-S10.png,ALREADY_MATCHED,"ui/auth/RegisterScreen.kt; ui/auth/AuthViewModel.kt","注册 4290 显示带真实重试秒数的警告反馈并实时倒计时。"
AUTH-002-S11,AUTH-002,网络错误,ui-reference/detailed/V1.0.0/AUTH-002-S11.png,ALREADY_MATCHED,"ui/auth/RegisterScreen.kt; ui/auth/AuthViewModel.kt","网络失败显示红色强调反馈、保留完整表单并提供重试。"
AUTH-002-S12,AUTH-002,注册失败,ui-reference/detailed/V1.0.0/AUTH-002-S12.png,ALREADY_MATCHED,"data/auth/AuthModels.kt; data/auth/HttpAuthRepository.kt; ui/auth/RegisterScreen.kt","透传 API 真实 request_id，服务端失败显示请求编号和重试；不硬编码效果图样例编号。"
AUTH-004-S01,AUTH-004,协议加载,ui-reference/detailed/V1.0.0/AUTH-004-S01.png,ALREADY_MATCHED,"ui/auth/LegalScreen.kt","用户协议在同一 Screen 中显示标题栏和十行稳定骨架，加载完成不会创建新页面；B04 服务器三项验证通过。"
AUTH-004-S02,AUTH-004,协议正文,ui-reference/detailed/V1.0.0/AUTH-004-S02.png,ALREADY_MATCHED,"ui/auth/LegalScreen.kt; data/legal/LegalRepository.kt","正文使用后台真实标题、版本、可选生效日期与段落排版；缺失日期显示后台发布语义而非示例值；B04 服务器三项验证通过。"
AUTH-004-S03,AUTH-004,离线缓存,ui-reference/detailed/V1.0.0/AUTH-004-S03.png,ALREADY_MATCHED,"data/legal/LegalRepository.kt; ui/auth/LegalScreen.kt","成功响应持久化到独立协议缓存；断网时只展示真实缓存并显示黄色离线标识，不把内置示例冒充缓存；B04 服务器三项验证通过。"
AUTH-004-S04,AUTH-004,加载失败,ui-reference/detailed/V1.0.0/AUTH-004-S04.png,ALREADY_MATCHED,"ui/auth/LegalScreen.kt; data/legal/LegalRepository.kt","无网络且无缓存时显示独立错误图标、原因和重新加载按钮；B04 服务器三项验证通过。"
AUTH-005-S01,AUTH-005,政策加载,ui-reference/detailed/V1.0.0/AUTH-005-S01.png,ALREADY_MATCHED,"ui/auth/LegalScreen.kt","隐私政策复用同一 LegalScreen 骨架状态并保持独立标题；B04 服务器三项验证通过。"
AUTH-005-S02,AUTH-005,政策正文,ui-reference/detailed/V1.0.0/AUTH-005-S02.png,ALREADY_MATCHED,"ui/auth/LegalScreen.kt; data/legal/LegalRepository.kt","隐私政策使用真实后台内容、版本元信息、统一页面边距和正文层级；B04 服务器三项验证通过。"
AUTH-005-S03,AUTH-005,离线缓存,ui-reference/detailed/V1.0.0/AUTH-005-S03.png,ALREADY_MATCHED,"data/legal/LegalRepository.kt; ui/auth/LegalScreen.kt","隐私政策按 document_id 独立持久化，网络失败时展示对应缓存和离线警告；B04 服务器三项验证通过。"
AUTH-005-S04,AUTH-005,加载失败,ui-reference/detailed/V1.0.0/AUTH-005-S04.png,ALREADY_MATCHED,"ui/auth/LegalScreen.kt; data/legal/LegalRepository.kt","隐私政策无缓存失败时复用统一加载失败组件及重试动作；B04 服务器三项验证通过。"
AUTH-OV-001-S01,AUTH-OV-001,验证码加载,ui-reference/detailed/V1.0.0/AUTH-OV-001-S01.png,ALREADY_MATCHED,"ui/auth/CaptchaDialog.kt; ui/auth/AuthViewModel.kt","创建 challenge 时立即保留 Dialog 并显示固定高度加载态，避免页面跳动；B03 服务器三项验证通过。"
AUTH-OV-001-S02,AUTH-OV-001,等待输入,ui-reference/detailed/V1.0.0/AUTH-OV-001-S02.png,ALREADY_MATCHED,"ui/auth/CaptchaDialog.kt; ui/auth/AuthViewModel.kt","统一 Dialog 显示验证码图片、四位输入、刷新及双操作按钮，尺寸取自公共设计令牌；B03 服务器三项验证通过。"
AUTH-OV-001-S03,AUTH-OV-001,输入错误,ui-reference/detailed/V1.0.0/AUTH-OV-001-S03.png,ALREADY_MATCHED,"ui/auth/CaptchaDialog.kt; ui/auth/AuthViewModel.kt","4002 保留弹层和 challenge，输入框显示错误及剩余次数，连续五次后刷新；B03 服务器三项验证通过。"
AUTH-OV-001-S04,AUTH-OV-001,验证码已过期,ui-reference/detailed/V1.0.0/AUTH-OV-001-S04.png,ALREADY_MATCHED,"ui/auth/CaptchaDialog.kt; ui/auth/AuthViewModel.kt; data/auth/AuthModels.kt","challenge 带真实本地过期时间，提交前进入 CaptchaExpired 并自动申请新 challenge；B03 服务器三项验证通过。"
AUTH-OV-001-S05,AUTH-OV-001,刷新中,ui-reference/detailed/V1.0.0/AUTH-OV-001-S05.png,ALREADY_MATCHED,"ui/auth/CaptchaDialog.kt; ui/auth/AuthViewModel.kt","刷新期间保留固定 Dialog，显示局部进度并锁定输入和关闭动作；B03 服务器三项验证通过。"
AUTH-OV-001-S06,AUTH-OV-001,验证中,ui-reference/detailed/V1.0.0/AUTH-OV-001-S06.png,ALREADY_MATCHED,"ui/auth/CaptchaDialog.kt; ui/auth/AuthViewModel.kt","验证期间输入/刷新/取消锁定，确认按钮显示真实进度指示与验证中文案；B03 服务器三项验证通过。"
AUTH-OV-001-S07,AUTH-OV-001,验证成功,ui-reference/detailed/V1.0.0/AUTH-OV-001-S07.png,ALREADY_MATCHED,"ui/auth/CaptchaDialog.kt; ui/auth/AuthViewModel.kt","验证码成功后先进入带勾选图标的 CaptchaSuccess 短暂反馈，再继续真实业务请求；B03 服务器三项验证通过。"
AUTH-OV-001-S08,AUTH-OV-001,验证码网络失败,ui-reference/detailed/V1.0.0/AUTH-OV-001-S08.png,ALREADY_MATCHED,"ui/auth/CaptchaDialog.kt; ui/auth/AuthViewModel.kt","网络失败保留 Dialog，使用错误图标/红色面板并提供取消和重新加载动作；B03 服务器三项验证通过。"
AUTH-OV-002-S01,AUTH-OV-002,登录暂时锁定,ui-reference/detailed/V1.0.0/AUTH-OV-002-S01.png,ALREADY_MATCHED,"ui/auth/AuthEntryScreen.kt; ui/auth/AuthViewModel.kt; ui/components/StkDialogs.kt","登录尝试类 4290 分类为 LoginLocked，统一时间语义 Dialog 展示服务端限制信息；B03 服务器三项验证通过。"
AUTH-OV-002-S02,AUTH-OV-002,账号被禁用,ui-reference/detailed/V1.0.0/AUTH-OV-002-S02.png,ALREADY_MATCHED,"ui/auth/AuthEntryScreen.kt; ui/auth/AuthViewModel.kt; ui/components/StkDialogs.kt","禁用类 4030 分类为 AccountDisabled，使用错误语义 Dialog 展示处理提示；B03 服务器三项验证通过。"
AUTH-OV-002-S03,AUTH-OV-002,需要人工核验,ui-reference/detailed/V1.0.0/AUTH-OV-002-S03.png,ALREADY_MATCHED,"ui/auth/AuthEntryScreen.kt; ui/auth/AuthViewModel.kt; ui/components/StkDialogs.kt","人工核验/受限类 4030 分类为 ManualReview，使用警告语义统一 Overlay；B03 服务器三项验证通过。"
AUTH-OV-002-S04,AUTH-OV-002,登录方式暂不可用,ui-reference/detailed/V1.0.0/AUTH-OV-002-S04.png,ALREADY_MATCHED,"ui/auth/AuthEntryScreen.kt; ui/auth/AuthViewModel.kt; ui/components/StkDialogs.kt","其余登录限制分类为 MethodUnavailable，统一信息 Dialog 与返回动作，避免零散弹窗；B03 服务器三项验证通过。"
HOME-001-S07,HOME-001,暂无项目,ui-reference/detailed/V1.0.0/HOME-001-S07.png,ALREADY_MATCHED,"ui/main/HomeScreen.kt; ui/main/ProjectViewModel.kt","后台返回空 published 列表时保留首页头部/搜索/分类/底栏，中央显示统一空态图标、说明和重新加载；B05 服务器三项验证通过。"
HOME-001-S13,HOME-001,登录过期,ui-reference/detailed/V1.0.0/HOME-001-S13.png,ALREADY_MATCHED,"ui/StkApp.kt; ui/main/MainShell.kt; ui/components/StkDialogs.kt","非手动退出导致会话清理时先在已清敏首页背景显示 Session Dialog，再由用户进入登录页；B05 服务器三项验证通过。"
ME-001-S01,ME-001,资料加载,ui-reference/detailed/V1.0.0/ME-001-S01.png,ALREADY_MATCHED,"ui/main/MeScreen.kt","资料请求期间同一 MeScreen 显示头像/资料行、双账户卡和模块固定骨架，UID/脱敏手机号来自当前会话；B05 服务器三项验证通过。"
ME-001-S02,ME-001,V1 基础资料,ui-reference/detailed/V1.0.0/ME-001-S02.png,ALREADY_MATCHED,"ui/main/MeScreen.kt; data/account/AccountModels.kt","真实资料加载后显示头像、昵称、会员标签、UID、脱敏手机号、我的发布和现有账户入口，未硬编码效果图示例用户；B05 服务器三项验证通过。"
ME-001-S07,ME-001,资料加载失败,ui-reference/detailed/V1.0.0/ME-001-S07.png,ALREADY_MATCHED,"ui/main/MeScreen.kt","非会话类资料失败保留基础资料卡，显示统一错误图标、真实原因和重新加载动作；B05 服务器三项验证通过。"
ME-001-S08,ME-001,登录过期,ui-reference/detailed/V1.0.0/ME-001-S08.png,ALREADY_MATCHED,"ui/StkApp.kt; ui/main/MainShell.kt; ui/components/StkDialogs.kt","我的页面令牌失效后清除持久化令牌并使用无 token/无用户资料的脱敏背景显示登录过期提示；B05 服务器三项验证通过。"
ME-OV-001-S01,ME-OV-001,确认退出,ui-reference/detailed/V1.0.0/ME-OV-001-S01.png,ALREADY_MATCHED,"ui/components/StkDialogs.kt; ui/main/MeScreen.kt","统一 Logout Dialog 使用警告图标、清理说明、取消和红色确认退出按钮；B05 服务器三项验证通过。"
ME-OV-001-S02,ME-OV-001,退出中,ui-reference/detailed/V1.0.0/ME-OV-001-S02.png,ALREADY_MATCHED,"ui/components/StkDialogs.kt; ui/main/MeScreen.kt","服务器撤销期间保持 Dialog，禁止误触关闭，显示加载图标与退出中文案；B05 服务器三项验证通过。"
ME-OV-001-S03,ME-OV-001,退出请求失败,ui-reference/detailed/V1.0.0/ME-OV-001-S03.png,ALREADY_MATCHED,"data/auth/HttpAuthRepository.kt; data/session/TokenStore.kt; ui/StkApp.kt; ui/components/StkDialogs.kt","远端撤销失败仍清除本机令牌，仅记录不含凭据的待处理时间标记并显示返回登录反馈；B05 服务器三项验证通过。"
