feature_id,feature_name,release_id,frontend_pages,frontend_states,interactions,api_operations,backend_modules,database_entities,admin_pages,config_ids,permissions,tests,explicit_exclusions,completion_rule
HOME-001,首页项目信息流,V1.0.0,HOME-001,HOME-001-S01;HOME-001-S02;HOME-001-S03;HOME-001-S04;HOME-001-S05;HOME-001-S06;HOME-001-S07;HOME-001-S08;HOME-001-S09;HOME-001-S10;HOME-001-S11;HOME-001-S12;HOME-001-S13,INT-HOME-001;INT-HOME-005;INT-HOME-006;INT-HOME-007,listProjectCategories;listProjects,android/feature-home;stk_project/service/feed,DB-PROJ-001;DB-PROJ-002,ADM-PROJ-001;ADM-PROJ-002;ADM-PROJ-003;ADM-PROJ-004,CFG-HOME-001;CFG-HOME-002;CFG-HOME-003;CFG-HOME-004;CFG-HOME-005;CFG-HOME-006;CFG-HOME-007;CFG-HOME-008,authenticated_user,T-ADM-ADM-PROJ-001;T-ADM-ADM-PROJ-002;T-ADM-ADM-PROJ-003;T-ADM-ADM-PROJ-004;T-API-listProjectCategories;T-API-listProjects;T-DB-DB-PROJ-001;T-DB-DB-PROJ-002;T-REL-V1.0.0-BUILD;T-REL-V1.0.0-DESKTOP;T-REL-V1.0.0-EMULATOR;T-REL-V1.0.0-UPGRADE;T-REL-V1.0.0-VISUAL;T-UI-INT-HOME-001;T-UI-INT-HOME-005;T-UI-INT-HOME-006;T-UI-INT-HOME-007;T-VIS-HOME-001-S01;T-VIS-HOME-001-S02;T-VIS-HOME-001-S03;T-VIS-HOME-001-S04;T-VIS-HOME-001-S05;T-VIS-HOME-001-S06;T-VIS-HOME-001-S07;T-VIS-HOME-001-S08;T-VIS-HOME-001-S09;T-VIS-HOME-001-S10;T-VIS-HOME-001-S11;T-VIS-HOME-001-S12;T-VIS-HOME-001-S13,NONE,页面/状态/交互/API/数据/后台/配置/测试中适用项全部完成并有证据，方可标记 DONE
HOME-002,搜索与分类筛选,V1.1.0,HOME-002;HOME-003,HOME-002-S01;HOME-002-S02;HOME-002-S03;HOME-002-S04;HOME-002-S05;HOME-002-S06;HOME-002-S07;HOME-003-S01;HOME-003-S02;HOME-003-S03;HOME-003-S04,INT-HOME-002;INT-HOME-003;INT-SEARCH-001;INT-SEARCH-002;INT-SEARCH-003;INT-SEARCH-005;INT-SEARCH-006;INT-CAT-001;INT-CAT-002;INT-CAT-003;INT-CAT-004,listProjectCategories;listProjects,android/feature-home;stk_project/service/search,DB-PROJ-001;DB-PROJ-002,ADM-PROJ-003;ADM-PROJ-007,CFG-SEARCH-001;CFG-SEARCH-002;CFG-SEARCH-003;CFG-SEARCH-004,authenticated_user,T-ADM-ADM-PROJ-003;T-ADM-ADM-PROJ-007;T-API-listProjectCategories;T-API-listProjects;T-DB-DB-PROJ-001;T-DB-DB-PROJ-002;T-REL-V1.1.0-BUILD;T-REL-V1.1.0-DESKTOP;T-REL-V1.1.0-EMULATOR;T-REL-V1.1.0-UPGRADE;T-REL-V1.1.0-VISUAL;T-UI-INT-CAT-001;T-UI-INT-CAT-002;T-UI-INT-CAT-003;T-UI-INT-CAT-004;T-UI-INT-HOME-002;T-UI-INT-HOME-003;T-UI-INT-SEARCH-001;T-UI-INT-SEARCH-002;T-UI-INT-SEARCH-003;T-UI-INT-SEARCH-005;T-UI-INT-SEARCH-006;T-VIS-HOME-002-S01;T-VIS-HOME-002-S02;T-VIS-HOME-002-S03;T-VIS-HOME-002-S04;T-VIS-HOME-002-S05;T-VIS-HOME-002-S06;T-VIS-HOME-002-S07;T-VIS-HOME-003-S01;T-VIS-HOME-003-S02;T-VIS-HOME-003-S03;T-VIS-HOME-003-S04,NONE,页面/状态/交互/API/数据/后台/配置/测试中适用项全部完成并有证据，方可标记 DONE
HOME-003,项目详情与浏览统计,V1.0.0,HOME-004;HOME-OV-001,HOME-004-S01;HOME-004-S02;HOME-004-S03;HOME-004-S04;HOME-004-S05;HOME-004-S06;HOME-004-S07;HOME-004-S08;HOME-004-S09;HOME-004-S10;HOME-004-S11;HOME-OV-001-S01;HOME-OV-001-S02;HOME-OV-001-S03,INT-HOME-004;INT-SEARCH-004;INT-DETAIL-001;INT-DETAIL-002;INT-DETAIL-005;INT-IMG-001;INT-IMG-002;INT-IMG-003;INT-IMG-004,getProjectDetail;recordProjectView,android/feature-project-detail;stk_project/service/detail;stk_project/service/view_counter,DB-PROJ-002;DB-PROJ-006;DB-PROJ-007,ADM-PROJ-002;ADM-PROJ-005,CFG-DETAIL-001;CFG-DETAIL-002;CFG-DETAIL-003,authenticated_user,T-ADM-ADM-PROJ-002;T-ADM-ADM-PROJ-005;T-API-getProjectDetail;T-API-recordProjectView;T-DB-DB-PROJ-002;T-DB-DB-PROJ-006;T-DB-DB-PROJ-007;T-REL-V1.0.0-BUILD;T-REL-V1.0.0-DESKTOP;T-REL-V1.0.0-EMULATOR;T-REL-V1.0.0-UPGRADE;T-REL-V1.0.0-VISUAL;T-UI-INT-DETAIL-001;T-UI-INT-DETAIL-002;T-UI-INT-DETAIL-005;T-UI-INT-HOME-004;T-UI-INT-IMG-001;T-UI-INT-IMG-002;T-UI-INT-IMG-003;T-UI-INT-IMG-004;T-UI-INT-SEARCH-004;T-VIS-HOME-004-S01;T-VIS-HOME-004-S02;T-VIS-HOME-004-S03;T-VIS-HOME-004-S04;T-VIS-HOME-004-S05;T-VIS-HOME-004-S06;T-VIS-HOME-004-S07;T-VIS-HOME-004-S08;T-VIS-HOME-004-S09;T-VIS-HOME-004-S10;T-VIS-HOME-004-S11;T-VIS-HOME-OV-001-S01;T-VIS-HOME-OV-001-S02;T-VIS-HOME-OV-001-S03,NONE,页面/状态/交互/API/数据/后台/配置/测试中适用项全部完成并有证据，方可标记 DONE
HOME-004,首页与详情离线优先缓存,V1.1.0,HOME-001;HOME-002;HOME-004,HOME-001-S01;HOME-001-S02;HOME-001-S03;HOME-001-S04;HOME-001-S05;HOME-001-S06;HOME-001-S07;HOME-001-S08;HOME-001-S09;HOME-001-S10;HOME-001-S11;HOME-001-S12;HOME-001-S13;HOME-002-S01;HOME-002-S02;HOME-002-S03;HOME-002-S04;HOME-002-S05;HOME-002-S06;HOME-002-S07;HOME-004-S01;HOME-004-S02;HOME-004-S03;HOME-004-S04;HOME-004-S05;HOME-004-S06;HOME-004-S07;HOME-004-S08;HOME-004-S09;HOME-004-S10;HOME-004-S11,,listProjects;getProjectDetail,android/core-database;android/core-data;android/feature-home,NONE,NONE,CFG-HOME-009,authenticated_user,T-API-getProjectDetail;T-API-listProjects;T-REL-V1.1.0-BUILD;T-REL-V1.1.0-DESKTOP;T-REL-V1.1.0-EMULATOR;T-REL-V1.1.0-UPGRADE;T-REL-V1.1.0-VISUAL;T-VIS-HOME-001-S01;T-VIS-HOME-001-S02;T-VIS-HOME-001-S03;T-VIS-HOME-001-S04;T-VIS-HOME-001-S05;T-VIS-HOME-001-S06;T-VIS-HOME-001-S07;T-VIS-HOME-001-S08;T-VIS-HOME-001-S09;T-VIS-HOME-001-S10;T-VIS-HOME-001-S11;T-VIS-HOME-001-S12;T-VIS-HOME-001-S13;T-VIS-HOME-002-S01;T-VIS-HOME-002-S02;T-VIS-HOME-002-S03;T-VIS-HOME-002-S04;T-VIS-HOME-002-S05;T-VIS-HOME-002-S06;T-VIS-HOME-002-S07;T-VIS-HOME-004-S01;T-VIS-HOME-004-S02;T-VIS-HOME-004-S03;T-VIS-HOME-004-S04;T-VIS-HOME-004-S05;T-VIS-HOME-004-S06;T-VIS-HOME-004-S07;T-VIS-HOME-004-S08;T-VIS-HOME-004-S09;T-VIS-HOME-004-S10;T-VIS-HOME-004-S11,NONE,页面/状态/交互/API/数据/后台/配置/测试中适用项全部完成并有证据，方可标记 DONE
HOME-005,联系方式与受控外部跳转,V1.1.0,COM-OV-001;HOME-OV-002,COM-OV-001-S01;COM-OV-001-S02;COM-OV-001-S03;HOME-OV-002-S01;HOME-OV-002-S02;HOME-OV-002-S03;HOME-OV-002-S04;HOME-OV-002-S05;HOME-OV-002-S06;HOME-OV-002-S07,INT-EXT-001;INT-EXT-002;INT-DETAIL-003;INT-DETAIL-004;INT-CONTACT-001;INT-CONTACT-002;INT-CONTACT-003;INT-CONTACT-004;INT-CONTACT-005;INT-CONTACT-006,getProjectDetail,android/core-external;stk_project/service/external_policy,DB-SYS-001,ADM-PROJ-005;ADM-PROJ-006,CFG-EXT-001;CFG-EXT-002;CFG-EXT-003;CFG-EXT-004;CFG-EXT-005;CFG-EXT-006,authenticated_user,T-ADM-ADM-PROJ-005;T-ADM-ADM-PROJ-006;T-API-getProjectDetail;T-DB-DB-SYS-001;T-REL-V1.1.0-BUILD;T-REL-V1.1.0-DESKTOP;T-REL-V1.1.0-EMULATOR;T-REL-V1.1.0-UPGRADE;T-REL-V1.1.0-VISUAL;T-UI-INT-CONTACT-001;T-UI-INT-CONTACT-002;T-UI-INT-CONTACT-003;T-UI-INT-CONTACT-004;T-UI-INT-CONTACT-005;T-UI-INT-CONTACT-006;T-UI-INT-DETAIL-003;T-UI-INT-DETAIL-004;T-UI-INT-EXT-001;T-UI-INT-EXT-002;T-VIS-COM-OV-001-S01;T-VIS-COM-OV-001-S02;T-VIS-COM-OV-001-S03;T-VIS-HOME-OV-002-S01;T-VIS-HOME-OV-002-S02;T-VIS-HOME-OV-002-S03;T-VIS-HOME-OV-002-S04;T-VIS-HOME-OV-002-S05;T-VIS-HOME-OV-002-S06;T-VIS-HOME-OV-002-S07,NONE,页面/状态/交互/API/数据/后台/配置/测试中适用项全部完成并有证据，方可标记 DONE
PUBLISH-001,Photo Picker、多图处理与上传,V1.2.0,PUB-001;PUB-002;PUB-OV-001,PUB-001-S01;PUB-001-S02;PUB-001-S03;PUB-001-S04;PUB-001-S05;PUB-001-S06;PUB-001-S07;PUB-001-S08;PUB-001-S09;PUB-001-S10;PUB-001-S11;PUB-001-S12;PUB-001-S13;PUB-002-S01;PUB-002-S02;PUB-002-S03;PUB-002-S04;PUB-OV-001-S01;PUB-OV-001-S02;PUB-OV-001-S03,INT-PUB-004;INT-PUB-005;INT-PUB-006;INT-PUB-007;INT-PUB-008;INT-SORT-001;INT-SORT-002;INT-SORT-003;INT-SORT-004;INT-DELIMG-001;INT-DELIMG-002,uploadProjectImage;deleteUploadedImage,android/feature-publish;android/core-image;stk_project/service/upload;stk_project/storage,DB-PROJ-003;DB-PROJ-004;DB-SYS-003,ADM-PROJ-010,CFG-UPL-001;CFG-UPL-002;CFG-UPL-003;CFG-UPL-004;CFG-UPL-005;CFG-UPL-006;CFG-UPL-007;CFG-UPL-008;CFG-UPL-009,authenticated_user,T-ADM-ADM-PROJ-010;T-API-deleteUploadedImage;T-API-uploadProjectImage;T-DB-DB-PROJ-003;T-DB-DB-PROJ-004;T-DB-DB-SYS-003;T-REL-V1.2.0-BUILD;T-REL-V1.2.0-DESKTOP;T-REL-V1.2.0-EMULATOR;T-REL-V1.2.0-UPGRADE;T-REL-V1.2.0-VISUAL;T-UI-INT-DELIMG-001;T-UI-INT-DELIMG-002;T-UI-INT-PUB-004;T-UI-INT-PUB-005;T-UI-INT-PUB-006;T-UI-INT-PUB-007;T-UI-INT-PUB-008;T-UI-INT-SORT-001;T-UI-INT-SORT-002;T-UI-INT-SORT-003;T-UI-INT-SORT-004;T-VIS-PUB-001-S01;T-VIS-PUB-001-S02;T-VIS-PUB-001-S03;T-VIS-PUB-001-S04;T-VIS-PUB-001-S05;T-VIS-PUB-001-S06;T-VIS-PUB-001-S07;T-VIS-PUB-001-S08;T-VIS-PUB-001-S09;T-VIS-PUB-001-S10;T-VIS-PUB-001-S11;T-VIS-PUB-001-S12;T-VIS-PUB-001-S13;T-VIS-PUB-002-S01;T-VIS-PUB-002-S02;T-VIS-PUB-002-S03;T-VIS-PUB-002-S04;T-VIS-PUB-OV-001-S01;T-VIS-PUB-OV-001-S02;T-VIS-PUB-OV-001-S03,NONE,页面/状态/交互/API/数据/后台/配置/测试中适用项全部完成并有证据，方可标记 DONE
PUBLISH-002,发布项目,V1.2.0,PUB-001;PUB-003;PUB-OV-002;PUB-OV-003,PUB-001-S01;PUB-001-S02;PUB-001-S03;PUB-001-S04;PUB-001-S05;PUB-001-S06;PUB-001-S07;PUB-001-S08;PUB-001-S09;PUB-001-S10;PUB-001-S11;PUB-001-S12;PUB-001-S13;PUB-003-S01;PUB-003-S02;PUB-003-S03;PUB-OV-002-S01;PUB-OV-003-S01;PUB-OV-003-S02;PUB-OV-003-S03,INT-PUB-001;INT-PUB-002;INT-PUB-003;INT-PUB-009;INT-PUB-010;INT-PUB-011;INT-PUB-012;INT-PUB-013;INT-PUB-014;INT-RESULT-001;INT-RESULT-002;INT-DRAFT-001;INT-DRAFT-002;INT-CTYPE-001;INT-CTYPE-002;INT-MYPROJ-006,createProject;listProjectCategories,android/feature-publish;stk_project/service/publish,DB-PROJ-002;DB-PROJ-003;DB-PROJ-004;DB-PROJ-005;DB-SYS-003,ADM-PROJ-008;ADM-PROJ-009;ADM-PROJ-010,CFG-PUB-001;CFG-PUB-002;CFG-PUB-003;CFG-PUB-004;CFG-PUB-005;CFG-PUB-006;CFG-PUB-007;CFG-PUB-008;CFG-PUB-009;CFG-PUB-010;CFG-PUB-011;CFG-PUB-012;CFG-PUB-013,authenticated_user,T-ADM-ADM-PROJ-008;T-ADM-ADM-PROJ-009;T-ADM-ADM-PROJ-010;T-API-createProject;T-API-listProjectCategories;T-DB-DB-PROJ-002;T-DB-DB-PROJ-003;T-DB-DB-PROJ-004;T-DB-DB-PROJ-005;T-DB-DB-SYS-003;T-REL-V1.2.0-BUILD;T-REL-V1.2.0-DESKTOP;T-REL-V1.2.0-EMULATOR;T-REL-V1.2.0-UPGRADE;T-REL-V1.2.0-VISUAL;T-UI-INT-CTYPE-001;T-UI-INT-CTYPE-002;T-UI-INT-DRAFT-001;T-UI-INT-DRAFT-002;T-UI-INT-MYPROJ-006;T-UI-INT-PUB-001;T-UI-INT-PUB-002;T-UI-INT-PUB-003;T-UI-INT-PUB-009;T-UI-INT-PUB-010;T-UI-INT-PUB-011;T-UI-INT-PUB-012;T-UI-INT-PUB-013;T-UI-INT-PUB-014;T-UI-INT-RESULT-001;T-UI-INT-RESULT-002;T-VIS-PUB-001-S01;T-VIS-PUB-001-S02;T-VIS-PUB-001-S03;T-VIS-PUB-001-S04;T-VIS-PUB-001-S05;T-VIS-PUB-001-S06;T-VIS-PUB-001-S07;T-VIS-PUB-001-S08;T-VIS-PUB-001-S09;T-VIS-PUB-001-S10;T-VIS-PUB-001-S11;T-VIS-PUB-001-S12;T-VIS-PUB-001-S13;T-VIS-PUB-003-S01;T-VIS-PUB-003-S02;T-VIS-PUB-003-S03;T-VIS-PUB-OV-002-S01;T-VIS-PUB-OV-003-S01;T-VIS-PUB-OV-003-S02;T-VIS-PUB-OV-003-S03,NONE,页面/状态/交互/API/数据/后台/配置/测试中适用项全部完成并有证据，方可标记 DONE
PUBLISH-003,项目编辑和状态机,V1.2.0,PUB-004;ME-OV-002;HOME-004,PUB-004-S01;PUB-004-S02;PUB-004-S03;PUB-004-S04;PUB-004-S05;PUB-004-S06;PUB-004-S07;PUB-004-S08;ME-OV-002-S01;ME-OV-002-S02;ME-OV-002-S03;ME-OV-002-S04;HOME-004-S01;HOME-004-S02;HOME-004-S03;HOME-004-S04;HOME-004-S05;HOME-004-S06;HOME-004-S07;HOME-004-S08;HOME-004-S09;HOME-004-S10;HOME-004-S11,INT-DETAIL-006;INT-DETAIL-007;INT-DETAIL-008;INT-EDIT-001;INT-EDIT-002;INT-ACT-001;INT-ACT-002;INT-ACT-003;INT-ACT-004;INT-ACT-005;INT-ACT-006,updateProject;offlineProject;resubmitProject;deleteProject,android/feature-publish;stk_project/service/project_state_machine,DB-PROJ-002;DB-PROJ-005;DB-SYS-003,ADM-PROJ-002;ADM-PROJ-008;ADM-PROJ-012,CFG-PUB-010;CFG-PUB-011;CFG-PUB-012,authenticated_user,T-ADM-ADM-PROJ-002;T-ADM-ADM-PROJ-008;T-ADM-ADM-PROJ-012;T-API-deleteProject;T-API-offlineProject;T-API-resubmitProject;T-API-updateProject;T-DB-DB-PROJ-002;T-DB-DB-PROJ-005;T-DB-DB-SYS-003;T-REL-V1.2.0-BUILD;T-REL-V1.2.0-DESKTOP;T-REL-V1.2.0-EMULATOR;T-REL-V1.2.0-UPGRADE;T-REL-V1.2.0-VISUAL;T-UI-INT-ACT-001;T-UI-INT-ACT-002;T-UI-INT-ACT-003;T-UI-INT-ACT-004;T-UI-INT-ACT-005;T-UI-INT-ACT-006;T-UI-INT-DETAIL-006;T-UI-INT-DETAIL-007;T-UI-INT-DETAIL-008;T-UI-INT-EDIT-001;T-UI-INT-EDIT-002;T-VIS-HOME-004-S01;T-VIS-HOME-004-S02;T-VIS-HOME-004-S03;T-VIS-HOME-004-S04;T-VIS-HOME-004-S05;T-VIS-HOME-004-S06;T-VIS-HOME-004-S07;T-VIS-HOME-004-S08;T-VIS-HOME-004-S09;T-VIS-HOME-004-S10;T-VIS-HOME-004-S11;T-VIS-ME-OV-002-S01;T-VIS-ME-OV-002-S02;T-VIS-ME-OV-002-S03;T-VIS-ME-OV-002-S04;T-VIS-PUB-004-S01;T-VIS-PUB-004-S02;T-VIS-PUB-004-S03;T-VIS-PUB-004-S04;T-VIS-PUB-004-S05;T-VIS-PUB-004-S06;T-VIS-PUB-004-S07;T-VIS-PUB-004-S08,NONE,页面/状态/交互/API/数据/后台/配置/测试中适用项全部完成并有证据，方可标记 DONE
PUBLISH-004,我的发布,V1.2.0,ME-002;ME-OV-002,ME-002-S01;ME-002-S02;ME-002-S03;ME-002-S04;ME-002-S05;ME-002-S06;ME-002-S07;ME-002-S08;ME-002-S09;ME-002-S10;ME-002-S11;ME-OV-002-S01;ME-OV-002-S02;ME-OV-002-S03;ME-OV-002-S04,INT-RESULT-003;INT-ME-002;INT-MYPROJ-001;INT-MYPROJ-002;INT-MYPROJ-003;INT-MYPROJ-004;INT-MYPROJ-005,listMyProjects;getProjectDetail,android/feature-profile;stk_project/service/my_projects,DB-PROJ-002;DB-PROJ-005,ADM-PROJ-011,NONE,authenticated_user,T-ADM-ADM-PROJ-011;T-API-getProjectDetail;T-API-listMyProjects;T-DB-DB-PROJ-002;T-DB-DB-PROJ-005;T-REL-V1.2.0-BUILD;T-REL-V1.2.0-DESKTOP;T-REL-V1.2.0-EMULATOR;T-REL-V1.2.0-UPGRADE;T-REL-V1.2.0-VISUAL;T-UI-INT-ME-002;T-UI-INT-MYPROJ-001;T-UI-INT-MYPROJ-002;T-UI-INT-MYPROJ-003;T-UI-INT-MYPROJ-004;T-UI-INT-MYPROJ-005;T-UI-INT-RESULT-003;T-VIS-ME-002-S01;T-VIS-ME-002-S02;T-VIS-ME-002-S03;T-VIS-ME-002-S04;T-VIS-ME-002-S05;T-VIS-ME-002-S06;T-VIS-ME-002-S07;T-VIS-ME-002-S08;T-VIS-ME-002-S09;T-VIS-ME-002-S10;T-VIS-ME-002-S11;T-VIS-ME-OV-002-S01;T-VIS-ME-OV-002-S02;T-VIS-ME-OV-002-S03;T-VIS-ME-OV-002-S04,NONE,页面/状态/交互/API/数据/后台/配置/测试中适用项全部完成并有证据，方可标记 DONE
PUBLISH-005,项目后台审核闭环,V1.2.0,NONE_ADMIN_OR_OPS_ONLY,,,NONE_LOCAL_OR_ADMIN_ONLY,stk_project/admin/review;stk_project/audit,DB-PROJ-002;DB-PROJ-005;DB-AUTH-008,ADM-PROJ-001;ADM-PROJ-002;ADM-PROJ-008;ADM-PROJ-011;ADM-PROJ-012,CFG-PUB-002,project_reviewer;super_admin,T-ADM-ADM-PROJ-001;T-ADM-ADM-PROJ-002;T-ADM-ADM-PROJ-008;T-ADM-ADM-PROJ-011;T-ADM-ADM-PROJ-012;T-DB-DB-AUTH-008;T-DB-DB-PROJ-002;T-DB-DB-PROJ-005;T-REL-V1.2.0-BUILD;T-REL-V1.2.0-DESKTOP;T-REL-V1.2.0-EMULATOR;T-REL-V1.2.0-UPGRADE;T-REL-V1.2.0-VISUAL,NONE,页面/状态/交互/API/数据/后台/配置/测试中适用项全部完成并有证据，方可标记 DONE
PROFILE-001,我的基础资料,V1.0.0,ME-001;ME-003,ME-001-S01;ME-001-S02;ME-001-S03;ME-001-S04;ME-001-S05;ME-001-S06;ME-001-S07;ME-001-S08;ME-003-S01;ME-003-S02;ME-003-S03,INT-HOME-008;INT-ME-001;INT-ME-011;INT-PROFILE-001,getMySummary,android/feature-profile;stk_auth/service/profile_summary,DB-AUTH-001;DB-ME-001;DB-ME-002,ADM-AUTH-008,NONE,authenticated_user,T-ADM-ADM-AUTH-008;T-API-getMySummary;T-DB-DB-AUTH-001;T-DB-DB-ME-001;T-DB-DB-ME-002;T-REL-V1.0.0-BUILD;T-REL-V1.0.0-DESKTOP;T-REL-V1.0.0-EMULATOR;T-REL-V1.0.0-UPGRADE;T-REL-V1.0.0-VISUAL;T-UI-INT-HOME-008;T-UI-INT-ME-001;T-UI-INT-ME-011;T-UI-INT-PROFILE-001;T-VIS-ME-001-S01;T-VIS-ME-001-S02;T-VIS-ME-001-S03;T-VIS-ME-001-S04;T-VIS-ME-001-S05;T-VIS-ME-001-S06;T-VIS-ME-001-S07;T-VIS-ME-001-S08;T-VIS-ME-003-S01;T-VIS-ME-003-S02;T-VIS-ME-003-S03,NONE,页面/状态/交互/API/数据/后台/配置/测试中适用项全部完成并有证据，方可标记 DONE
PROFILE-002,会员状态展示,V1.3.0,ME-001;ME-004;COM-OV-002,ME-001-S01;ME-001-S02;ME-001-S03;ME-001-S04;ME-001-S05;ME-001-S06;ME-001-S07;ME-001-S08;ME-004-S01;ME-004-S02;ME-004-S03;ME-004-S04;ME-004-S05;COM-OV-002-S01;COM-OV-002-S02;COM-OV-002-S03;COM-OV-002-S04,INT-ME-004;INT-MEMBER-001;INT-MEMBER-002,getMyMember,android/feature-profile;stk_project/service/member_display,DB-ME-001;DB-AUTH-008,ADM-ME-001;ADM-ME-002,CFG-MEMBER-001;CFG-MEMBER-002;CFG-MEMBER-003;CFG-MEMBER-004;CFG-ME-004,authenticated_user,T-ADM-ADM-ME-001;T-ADM-ADM-ME-002;T-API-getMyMember;T-DB-DB-AUTH-008;T-DB-DB-ME-001;T-REL-V1.3.0-BUILD;T-REL-V1.3.0-DESKTOP;T-REL-V1.3.0-EMULATOR;T-REL-V1.3.0-UPGRADE;T-REL-V1.3.0-VISUAL;T-UI-INT-ME-004;T-UI-INT-MEMBER-001;T-UI-INT-MEMBER-002;T-VIS-COM-OV-002-S01;T-VIS-COM-OV-002-S02;T-VIS-COM-OV-002-S03;T-VIS-COM-OV-002-S04;T-VIS-ME-001-S01;T-VIS-ME-001-S02;T-VIS-ME-001-S03;T-VIS-ME-001-S04;T-VIS-ME-001-S05;T-VIS-ME-001-S06;T-VIS-ME-001-S07;T-VIS-ME-001-S08;T-VIS-ME-004-S01;T-VIS-ME-004-S02;T-VIS-ME-004-S03;T-VIS-ME-004-S04;T-VIS-ME-004-S05,在线开通;支付;折扣结算;返佣结算,页面/状态/交互/API/数据/后台/配置/测试中适用项全部完成并有证据，方可标记 DONE
PROFILE-003,双账户余额只读展示,V1.3.0,ME-001;ME-005;COM-OV-002,ME-001-S01;ME-001-S02;ME-001-S03;ME-001-S04;ME-001-S05;ME-001-S06;ME-001-S07;ME-001-S08;ME-005-S01;ME-005-S02;ME-005-S03;COM-OV-002-S01;COM-OV-002-S02;COM-OV-002-S03;COM-OV-002-S04,INT-ME-003;INT-WALLET-001;INT-WALLET-002,getMyWallets,android/feature-profile;stk_project/service/wallet_display,DB-ME-002,ADM-ME-001;ADM-ME-003,CFG-ME-001;CFG-ME-002;CFG-ME-003;CFG-WALLET-001;CFG-WALLET-002,authenticated_user,T-ADM-ADM-ME-001;T-ADM-ADM-ME-003;T-API-getMyWallets;T-DB-DB-ME-002;T-REL-V1.3.0-BUILD;T-REL-V1.3.0-DESKTOP;T-REL-V1.3.0-EMULATOR;T-REL-V1.3.0-UPGRADE;T-REL-V1.3.0-VISUAL;T-UI-INT-ME-003;T-UI-INT-WALLET-001;T-UI-INT-WALLET-002;T-VIS-COM-OV-002-S01;T-VIS-COM-OV-002-S02;T-VIS-COM-OV-002-S03;T-VIS-COM-OV-002-S04;T-VIS-ME-001-S01;T-VIS-ME-001-S02;T-VIS-ME-001-S03;T-VIS-ME-001-S04;T-VIS-ME-001-S05;T-VIS-ME-001-S06;T-VIS-ME-001-S07;T-VIS-ME-001-S08;T-VIS-ME-005-S01;T-VIS-ME-005-S02;T-VIS-ME-005-S03,余额流水;提现;转账;后台直接改余额,页面/状态/交互/API/数据/后台/配置/测试中适用项全部完成并有证据，方可标记 DONE
PROFILE-004,道具目录展示,V1.3.0,ME-001;ME-006;COM-OV-002,ME-001-S01;ME-001-S02;ME-001-S03;ME-001-S04;ME-001-S05;ME-001-S06;ME-001-S07;ME-001-S08;ME-006-S01;ME-006-S02;ME-006-S03;ME-006-S04;ME-006-S05;COM-OV-002-S01;COM-OV-002-S02;COM-OV-002-S03;COM-OV-002-S04,INT-ME-005;INT-PROP-001;INT-PROP-002,getPropDisplay,android/feature-profile;stk_project/service/prop_display,DB-ME-003,ADM-ME-001;ADM-ME-004,CFG-PROP-001;CFG-ME-005,authenticated_user,T-ADM-ADM-ME-001;T-ADM-ADM-ME-004;T-API-getPropDisplay;T-DB-DB-ME-003;T-REL-V1.3.0-BUILD;T-REL-V1.3.0-DESKTOP;T-REL-V1.3.0-EMULATOR;T-REL-V1.3.0-UPGRADE;T-REL-V1.3.0-VISUAL;T-UI-INT-ME-005;T-UI-INT-PROP-001;T-UI-INT-PROP-002;T-VIS-COM-OV-002-S01;T-VIS-COM-OV-002-S02;T-VIS-COM-OV-002-S03;T-VIS-COM-OV-002-S04;T-VIS-ME-001-S01;T-VIS-ME-001-S02;T-VIS-ME-001-S03;T-VIS-ME-001-S04;T-VIS-ME-001-S05;T-VIS-ME-001-S06;T-VIS-ME-001-S07;T-VIS-ME-001-S08;T-VIS-ME-006-S01;T-VIS-ME-006-S02;T-VIS-ME-006-S03;T-VIS-ME-006-S04;T-VIS-ME-006-S05,购买;库存;使用;有效期,页面/状态/交互/API/数据/后台/配置/测试中适用项全部完成并有证据，方可标记 DONE
