state_id,page_id,state_code,name,applicable,description,introduced_in,mockup_required,mockup_status
AUTH-001-S04,AUTH-001,VALIDATION_ERROR,本地校验错误,true,手机号/密码/验证码格式提示,V1.0.0,true,APPROVED
AUTH-001-S05,AUTH-001,SMS_SENDING,短信发送中,true,发送按钮加载且防重复,V1.0.0,true,APPROVED
AUTH-001-S06,AUTH-001,SMS_SENT,短信已发送,true,倒计时和有效期提示,V1.0.0,true,APPROVED
AUTH-001-S07,AUTH-001,CAPTCHA_REQUIRED,等待安全验证码,true,弹出验证码且主表单保持,V1.0.0,true,APPROVED
AUTH-001-S08,AUTH-001,SUBMITTING,登录提交中,true,主按钮加载且输入锁定,V1.0.0,true,APPROVED
AUTH-001-S09,AUTH-001,SUCCESS,登录成功,true,短暂成功反馈后按规则跳转,V1.0.0,true,APPROVED
AUTH-001-S10,AUTH-001,CREDENTIAL_ERROR,手机号或密码错误,true,统一错误文案，避免账户枚举,V1.0.0,true,APPROVED
AUTH-001-S11,AUTH-001,SMS_CODE_ERROR,短信验证码错误,true,保留手机号并允许重试,V1.0.0,true,APPROVED
AUTH-001-S12,AUTH-001,SMS_CODE_EXPIRED,短信验证码过期,true,提示重新发送,V1.0.0,true,APPROVED
AUTH-001-S13,AUTH-001,RATE_LIMITED,操作过于频繁,true,展示可重试时间,V1.0.0,true,APPROVED
AUTH-001-S14,AUTH-001,ACCOUNT_BLOCKED,账号受限,true,打开风控提示,V1.0.0,true,APPROVED
AUTH-001-S15,AUTH-001,NETWORK_ERROR,网络错误,true,保留输入并提供重试,V1.0.0,true,APPROVED
AUTH-001-S16,AUTH-001,TIMEOUT,请求超时,true,保留输入并提供重试,V1.0.0,true,APPROVED
AUTH-002-S01,AUTH-002,DEFAULT,注册默认,true,手机号、密码、确认密码和协议,V1.0.0,true,APPROVED
AUTH-002-S02,AUTH-002,FIELD_FOCUSED,输入聚焦,true,键盘与聚焦样式,V1.0.0,true,APPROVED
AUTH-002-S03,AUTH-002,PHONE_EXISTS,手机号已注册,true,引导返回登录或找回密码,V1.0.0,true,APPROVED
AUTH-002-S04,AUTH-002,PASSWORD_MISMATCH,两次密码不一致,true,确认密码错误提示,V1.0.0,true,APPROVED
AUTH-002-S05,AUTH-002,AGREEMENT_REQUIRED,未同意协议,true,协议勾选区域高亮,V1.0.0,true,APPROVED
AUTH-002-S06,AUTH-002,VALIDATION_ERROR,其他校验错误,true,密码强度或手机号格式,V1.0.0,true,APPROVED
AUTH-002-S07,AUTH-002,CAPTCHA_REQUIRED,等待安全验证码,true,注册提交前弹出,V1.0.0,true,APPROVED
AUTH-002-S08,AUTH-002,SUBMITTING,注册提交中,true,禁止重复提交,V1.0.0,true,APPROVED
AUTH-002-S09,AUTH-002,SUCCESS,注册成功,true,创建真实 Discuz UID 后进入配置跳转,V1.0.0,true,APPROVED
AUTH-002-S10,AUTH-002,RATE_LIMITED,注册限流,true,展示重试时间,V1.0.0,true,APPROVED
AUTH-002-S11,AUTH-002,NETWORK_ERROR,网络错误,true,保留表单,V1.0.0,true,APPROVED
AUTH-002-S12,AUTH-002,SERVER_ERROR,注册失败,true,显示请求编号并可重试,V1.0.0,true,APPROVED
AUTH-003-S01,AUTH-003,DEFAULT,重置默认,true,手机号、短信码、新密码,V1.0.0,true,APPROVED
AUTH-003-S02,AUTH-003,CAPTCHA_REQUIRED,发送或提交前安全验证,true,动作绑定票据,V1.0.0,true,APPROVED
AUTH-003-S03,AUTH-003,SMS_SENDING,短信发送中,true,防重复,V1.0.0,true,APPROVED
AUTH-003-S04,AUTH-003,SMS_SENT,短信已发送,true,倒计时,V1.0.0,true,APPROVED
AUTH-003-S05,AUTH-003,VALIDATION_ERROR,表单校验错误,true,代码、密码或确认密码,V1.0.0,true,APPROVED
AUTH-003-S06,AUTH-003,SUBMITTING,重置提交中,true,按钮加载,V1.0.0,true,APPROVED
AUTH-003-S07,AUTH-003,SUCCESS,重置成功,true,清理旧令牌并返回登录,V1.0.0,true,APPROVED
AUTH-003-S08,AUTH-003,CODE_EXPIRED,短信码过期,true,提示重新发送,V1.0.0,true,APPROVED
AUTH-003-S09,AUTH-003,RATE_LIMITED,操作限流,true,显示重试时间,V1.0.0,true,APPROVED
AUTH-003-S10,AUTH-003,NETWORK_ERROR,网络错误,true,保留表单,V1.0.0,true,APPROVED
AUTH-003-S11,AUTH-003,SERVER_ERROR,重置失败,true,请求编号和重试,V1.0.0,true,APPROVED
AUTH-004-S01,AUTH-004,LOADING,协议加载,true,读取版本化协议,V1.0.0,true,APPROVED
AUTH-004-S02,AUTH-004,CONTENT,协议正文,true,显示完整正文和生效日期,V1.0.0,true,APPROVED
AUTH-004-S03,AUTH-004,OFFLINE_CACHED,离线缓存,true,显示已缓存版本和离线标识,V1.0.0,true,APPROVED
AUTH-004-S04,AUTH-004,ERROR,加载失败,true,重试,V1.0.0,true,APPROVED
AUTH-005-S01,AUTH-005,LOADING,政策加载,true,读取版本化隐私政策,V1.0.0,true,APPROVED
AUTH-005-S02,AUTH-005,CONTENT,政策正文,true,显示完整正文和生效日期,V1.0.0,true,APPROVED
AUTH-005-S03,AUTH-005,OFFLINE_CACHED,离线缓存,true,显示已缓存版本和离线标识,V1.0.0,true,APPROVED
AUTH-005-S04,AUTH-005,ERROR,加载失败,true,重试,V1.0.0,true,APPROVED
AUTH-OV-001-S01,AUTH-OV-001,LOADING,验证码加载,true,加载图片和 challenge,V1.0.0,true,APPROVED
AUTH-OV-001-S02,AUTH-OV-001,READY,等待输入,true,验证码图片、输入和刷新,V1.0.0,true,APPROVED
AUTH-OV-001-S03,AUTH-OV-001,INPUT_ERROR,输入错误,true,错误反馈并计数,V1.0.0,true,APPROVED
AUTH-OV-001-S04,AUTH-OV-001,EXPIRED,验证码已过期,true,自动刷新 challenge,V1.0.0,true,APPROVED
AUTH-OV-001-S05,AUTH-OV-001,REFRESHING,刷新中,true,防连续刷新,V1.0.0,true,APPROVED
AUTH-OV-001-S06,AUTH-OV-001,VERIFYING,验证中,true,确认按钮加载,V1.0.0,true,APPROVED
AUTH-OV-001-S07,AUTH-OV-001,SUCCESS,验证成功,true,返回一次性 ticket,V1.0.0,true,APPROVED
AUTH-OV-001-S08,AUTH-OV-001,NETWORK_ERROR,验证码网络失败,true,重试或取消,V1.0.0,true,APPROVED
AUTH-OV-002-S01,AUTH-OV-002,LOGIN_LOCKED,登录暂时锁定,true,显示解锁时间,V1.0.0,true,APPROVED
AUTH-OV-002-S02,AUTH-OV-002,ACCOUNT_DISABLED,账号被禁用,true,显示客服入口,V1.0.0,true,APPROVED
AUTH-OV-002-S03,AUTH-OV-002,RISK_REVIEW,需要人工核验,true,不暴露内部风控规则,V1.0.0,true,APPROVED
AUTH-OV-002-S04,AUTH-OV-002,SERVICE_DISABLED,登录方式暂不可用,true,提示使用另一登录方式,V1.0.0,true,APPROVED
HOME-001-S01,HOME-001,FIRST_LOADING,首次骨架,true,无缓存时显示结构化骨架,V1.0.0,true,APPROVED
HOME-001-S02,HOME-001,CONTENT,正常内容,true,缓存或网络项目流,V1.0.0,true,APPROVED
HOME-001-S03,HOME-001,REFRESHING,下拉刷新,true,保留列表并显示刷新进度,V1.0.0,true,APPROVED
HOME-001-S04,HOME-001,FILTERED,分类筛选结果,true,显示当前分类和项目,V1.1.0,true,APPROVED
HOME-001-S05,HOME-001,PAGINATING,加载下一页,true,底部加载,V1.0.0,true,APPROVED
HOME-001-S06,HOME-001,PAGINATION_FAILED,下一页失败,true,保留已有列表并局部重试,V1.0.0,true,APPROVED
HOME-001-S07,HOME-001,EMPTY,暂无项目,true,后台无 published 项目,V1.0.0,true,APPROVED
HOME-001-S08,HOME-001,OFFLINE_WITH_CACHE,离线缓存,true,保留缓存列表和离线提示,V1.1.0,true,APPROVED
HOME-001-S09,HOME-001,OFFLINE_EMPTY,离线无缓存,true,明确离线且无历史数据,V1.1.0,true,APPROVED
HOME-001-S10,HOME-001,NETWORK_ERROR,网络错误,true,首屏重试,V1.0.0,true,APPROVED
HOME-001-S11,HOME-001,TIMEOUT,请求超时,true,首屏超时重试,V1.0.0,true,APPROVED
HOME-001-S12,HOME-001,SERVER_ERROR,服务异常,true,请求编号和重试,V1.0.0,true,APPROVED
HOME-001-S13,HOME-001,SESSION_EXPIRED,登录过期,true,转登录前提示,V1.0.0,true,APPROVED
HOME-002-S01,HOME-002,DEFAULT,搜索默认,true,空关键词和提示,V1.1.0,true,APPROVED
HOME-002-S02,HOME-002,TYPING,输入中,true,清除按钮和键盘,V1.1.0,true,APPROVED
HOME-002-S03,HOME-002,LOADING,搜索中,true,结果骨架,V1.1.0,true,APPROVED
HOME-002-S04,HOME-002,RESULTS,有结果,true,结果统计和列表,V1.1.0,true,APPROVED
HOME-002-S05,HOME-002,NO_RESULTS,无结果,true,建议更换关键词,V1.1.0,true,APPROVED
HOME-002-S06,HOME-002,OFFLINE_CACHED,离线缓存结果,true,只显示本地可匹配缓存,V1.1.0,true,APPROVED
HOME-002-S07,HOME-002,ERROR,搜索失败,true,重试,V1.1.0,true,APPROVED
HOME-003-S01,HOME-003,DEFAULT,分类列表,true,全部分类和当前选择,V1.1.0,true,APPROVED
HOME-003-S02,HOME-003,SELECTED,选中分类,true,高亮并允许确认,V1.1.0,true,APPROVED
HOME-003-S03,HOME-003,EMPTY,无可用分类,true,只保留全部,V1.1.0,true,APPROVED
HOME-003-S04,HOME-003,ERROR,分类加载失败,true,使用缓存或重试,V1.1.0,true,APPROVED
HOME-004-S01,HOME-004,LOADING,详情加载,true,图片与正文骨架,V1.0.0,true,APPROVED
HOME-004-S02,HOME-004,PUBLIC_CONTENT,公开项目详情,true,published 项目完整内容,V1.0.0,true,APPROVED
HOME-004-S03,HOME-004,OWNER_PENDING,本人待审核项目,true,显示待审核状态和可编辑动作,V1.2.0,true,APPROVED
HOME-004-S04,HOME-004,OWNER_REJECTED,本人被驳回项目,true,显示原因和重提,V1.2.0,true,APPROVED
HOME-004-S05,HOME-004,OWNER_OFFLINE,本人已下架项目,true,显示重新上架/编辑策略,V1.2.0,true,APPROVED
HOME-004-S06,HOME-004,OFFLINE_CACHED,离线缓存详情,true,联系方式动作按安全策略限制,V1.1.0,true,APPROVED
HOME-004-S07,HOME-004,IMAGE_FAILED,图片加载失败,true,占位图但正文可用,V1.0.0,true,APPROVED
HOME-004-S08,HOME-004,NOT_FOUND,项目不存在,true,返回首页,V1.0.0,true,APPROVED
HOME-004-S09,HOME-004,UNAVAILABLE,项目不可公开,true,非本人访问未发布项目,V1.0.0,true,APPROVED
HOME-004-S10,HOME-004,NETWORK_ERROR,详情网络错误,true,重试,V1.0.0,true,APPROVED
HOME-004-S11,HOME-004,SERVER_ERROR,详情服务异常,true,请求编号和重试,V1.0.0,true,APPROVED
HOME-OV-001-S01,HOME-OV-001,CONTENT,图片正常,true,当前图片和页码,V1.1.0,true,APPROVED
HOME-OV-001-S02,HOME-OV-001,ZOOMED,缩放查看,true,双指缩放和拖动,V1.1.0,true,APPROVED
HOME-OV-001-S03,HOME-OV-001,LOAD_FAILED,单图加载失败,true,重试或切换下一张,V1.1.0,true,APPROVED
HOME-OV-002-S01,HOME-OV-002,PHONE,手机号操作,true,复制或拨打,V1.1.0,true,APPROVED
HOME-OV-002-S02,HOME-OV-002,WECHAT,微信操作,true,复制微信号或尝试打开微信,V1.1.0,true,APPROVED
HOME-OV-002-S03,HOME-OV-002,QQ,QQ 操作,true,复制 QQ 或尝试打开,V1.1.0,true,APPROVED
HOME-OV-002-S04,HOME-OV-002,WEBSITE,网址操作,true,受控 Custom Tabs,V1.1.0,true,APPROVED
HOME-OV-002-S05,HOME-OV-002,CONFIRM_EXTERNAL,外链确认,true,显示目标域名,V1.1.0,true,APPROVED
HOME-OV-002-S06,HOME-OV-002,APP_UNAVAILABLE,应用未安装,true,浏览器或复制回退,V1.1.0,true,APPROVED
HOME-OV-002-S07,HOME-OV-002,INVALID_TARGET,无效目标,true,阻断并记录,V1.1.0,true,APPROVED
PUB-001-S01,PUB-001,DEFAULT,空表单,true,默认发布表单,V1.2.0,true,APPROVED
PUB-001-S02,PUB-001,DRAFT,已输入草稿,true,表单内容保留,V1.2.0,true,APPROVED
PUB-001-S03,PUB-001,IMAGE_PICKING,选择图片,true,系统 Photo Picker,V1.2.0,true,APPROVED
PUB-001-S04,PUB-001,COMPRESSING,图片压缩,true,逐张本地处理,V1.2.0,true,APPROVED
PUB-001-S05,PUB-001,UPLOADING,图片上传,true,逐张进度,V1.2.0,true,APPROVED
PUB-001-S06,PUB-001,UPLOAD_FAILED,部分上传失败,true,逐张重试/删除,V1.2.0,true,APPROVED
PUB-001-S07,PUB-001,VALIDATION_ERROR,发布校验错误,true,字段、图片或协议,V1.2.0,true,APPROVED
PUB-001-S08,PUB-001,SUBMITTING,提交中,true,防重复和幂等键,V1.2.0,true,APPROVED
PUB-001-S09,PUB-001,SUBMIT_SUCCESS,提交成功,true,进入结果页,V1.2.0,true,APPROVED
PUB-001-S10,PUB-001,NETWORK_ERROR,提交网络失败,true,保留表单和已上传资产,V1.2.0,true,APPROVED
PUB-001-S11,PUB-001,DAILY_LIMIT,达到每日上限,true,展示后台配置上限,V1.2.0,true,APPROVED
PUB-001-S12,PUB-001,PENDING_LIMIT,待审核数量上限,true,引导管理已有项目,V1.2.0,true,APPROVED
PUB-001-S13,PUB-001,SESSION_EXPIRED,登录过期,true,安全保存非敏感草稿并重新登录,V1.2.0,true,APPROVED
PUB-002-S01,PUB-002,CONTENT,图片排序,true,网格和封面标识,V1.2.0,true,APPROVED
PUB-002-S02,PUB-002,DRAGGING,拖动排序,true,拖动反馈和占位,V1.2.0,true,APPROVED
PUB-002-S03,PUB-002,COVER_CHANGED,已更换封面,true,新封面高亮,V1.2.0,true,APPROVED
PUB-002-S04,PUB-002,SAVE_FAILED,排序保存失败,true,保留本地顺序并重试,V1.2.0,true,APPROVED
PUB-003-S01,PUB-003,PENDING,已提交待审核,true,进入我的发布,V1.2.0,true,APPROVED
PUB-003-S02,PUB-003,PUBLISHED,直接发布成功,true,查看详情,V1.2.0,true,APPROVED
PUB-003-S03,PUB-003,FAILED,服务端未接受,true,返回编辑并保留数据,V1.2.0,true,APPROVED
PUB-004-S01,PUB-004,LOADING,编辑加载,true,读取本人项目,V1.2.0,true,APPROVED
PUB-004-S02,PUB-004,CONTENT,编辑内容,true,已填充表单,V1.2.0,true,APPROVED
PUB-004-S03,PUB-004,REVIEW_WARNING,重新审核提示,true,保存前明确说明,V1.2.0,true,APPROVED
PUB-004-S04,PUB-004,SAVING,保存中,true,幂等提交,V1.2.0,true,APPROVED
PUB-004-S05,PUB-004,SUCCESS,保存成功,true,进入真实状态详情,V1.2.0,true,APPROVED
PUB-004-S06,PUB-004,CONFLICT,版本冲突,true,提示刷新后重试,V1.2.0,true,APPROVED
PUB-004-S07,PUB-004,UNAVAILABLE,无权或项目不存在,true,返回我的发布,V1.2.0,true,APPROVED
PUB-004-S08,PUB-004,NETWORK_ERROR,保存失败,true,保留表单,V1.2.0,true,APPROVED
PUB-OV-001-S01,PUB-OV-001,DEFAULT,确认删除图片,true,取消或删除,V1.2.0,true,APPROVED
PUB-OV-001-S02,PUB-OV-001,DELETING,删除中,true,按钮锁定,V1.2.0,true,APPROVED
PUB-OV-001-S03,PUB-OV-001,FAILED,删除失败,true,允许重试,V1.2.0,true,APPROVED
PUB-OV-002-S01,PUB-OV-002,DEFAULT,放弃未保存内容,true,继续编辑或放弃,V1.2.0,true,APPROVED
PUB-OV-003-S01,PUB-OV-003,DEFAULT,选择联系方式,true,后台允许类型,V1.2.0,true,APPROVED
PUB-OV-003-S02,PUB-OV-003,TYPE_SELECTED,已选类型,true,显示对应输入规则,V1.2.0,true,APPROVED
PUB-OV-003-S03,PUB-OV-003,EMPTY,无可用类型,true,阻断发布并提示管理员配置,V1.2.0,true,APPROVED
ME-001-S01,ME-001,LOADING,资料加载,true,资料卡与模块骨架,V1.0.0,true,APPROVED
ME-001-S02,ME-001,BASIC_V1,V1 基础资料,true,头像、昵称、UID、脱敏手机号和我的发布阶段入口,V1.0.0,true,APPROVED
ME-001-S03,ME-001,INACTIVE_MEMBER,未开通会员,true,双账户、营销会员卡、道具与常用功能,V1.3.0,true,APPROVED
ME-001-S04,ME-001,ACTIVE_MEMBER,已开通会员,true,等级和有效期,V1.3.0,true,APPROVED
ME-001-S05,ME-001,EXPIRED_MEMBER,会员已过期,true,过期标识和仅展示状态,V1.3.0,true,APPROVED
ME-001-S06,ME-001,OFFLINE_CACHED,离线缓存,true,显示最近资料和离线提示,V1.3.0,true,APPROVED
ME-001-S07,ME-001,ERROR,资料加载失败,true,重试,V1.0.0,true,APPROVED
ME-001-S08,ME-001,SESSION_EXPIRED,登录过期,true,清理敏感内容并登录,V1.0.0,true,APPROVED
ME-002-S01,ME-002,LOADING,项目列表加载,true,状态标签页骨架,V1.2.0,true,APPROVED
ME-002-S02,ME-002,ALL,全部项目,true,本人所有非删除项目,V1.2.0,true,APPROVED
ME-002-S03,ME-002,PENDING,待审核,true,可查看/编辑/撤回策略,V1.2.0,true,APPROVED
ME-002-S04,ME-002,PUBLISHED,已发布,true,可查看/编辑/下架,V1.2.0,true,APPROVED
ME-002-S05,ME-002,REJECTED,已驳回,true,原因和重提,V1.2.0,true,APPROVED
ME-002-S06,ME-002,OFFLINE,已下架,true,查看/编辑/删除,V1.2.0,true,APPROVED
ME-002-S07,ME-002,EMPTY,无项目,true,引导发布,V1.2.0,true,APPROVED
ME-002-S08,ME-002,PAGINATING,加载更多,true,底部进度,V1.2.0,true,APPROVED
ME-002-S09,ME-002,PAGINATION_FAILED,加载更多失败,true,局部重试,V1.2.0,true,APPROVED
ME-002-S10,ME-002,OFFLINE_CACHED,离线缓存,true,操作类按钮禁用并说明,V1.2.0,true,APPROVED
ME-002-S11,ME-002,ERROR,列表失败,true,重试,V1.2.0,true,APPROVED
ME-003-S01,ME-003,LOADING,资料加载,true,骨架,V1.3.0,true,APPROVED
ME-003-S02,ME-003,CONTENT,只读资料,true,真实基础资料,V1.3.0,true,APPROVED
ME-003-S03,ME-003,ERROR,加载失败,true,重试,V1.3.0,true,APPROVED
ME-004-S01,ME-004,LOADING,会员加载,true,卡片骨架,V1.3.0,true,APPROVED
ME-004-S02,ME-004,INACTIVE,未开通,true,展示后台配置权益与阶段提示,V1.3.0,true,APPROVED
ME-004-S03,ME-004,ACTIVE,有效会员,true,等级、开始和到期日期,V1.3.0,true,APPROVED
ME-004-S04,ME-004,EXPIRED,已过期,true,历史状态和到期日期,V1.3.0,true,APPROVED
ME-004-S05,ME-004,ERROR,会员加载失败,true,重试,V1.3.0,true,APPROVED
ME-005-S01,ME-005,LOADING,账户加载,true,双卡骨架,V1.3.0,true,APPROVED
ME-005-S02,ME-005,CONTENT,只读余额,true,佣金和任务账户真实余额,V1.3.0,true,APPROVED
ME-005-S03,ME-005,ERROR,账户加载失败,true,重试,V1.3.0,true,APPROVED
ME-006-S01,ME-006,LOADING,道具加载,true,卡片骨架,V1.3.0,true,APPROVED
ME-006-S02,ME-006,CONTENT,道具展示,true,后台配置的四类道具,V1.3.0,true,APPROVED
ME-006-S03,ME-006,EMPTY,无展示道具,true,管理员未启用,V1.3.0,true,APPROVED
ME-006-S04,ME-006,OFFLINE_CACHED,离线缓存,true,最近展示配置,V1.3.0,true,APPROVED
ME-006-S05,ME-006,ERROR,道具加载失败,true,重试,V1.3.0,true,APPROVED
ME-007-S01,ME-007,SCOPE_PLACEHOLDER,浏览记录未开放,true,明确一期不实现,V1.3.0,true,APPROVED
ME-008-S01,ME-008,SCOPE_PLACEHOLDER,收藏未开放,true,明确一期不实现,V1.3.0,true,APPROVED
ME-009-S01,ME-009,SCOPE_PLACEHOLDER,实名认证未开放,true,明确一期不采集身份信息,V1.3.0,true,APPROVED
ME-010-S01,ME-010,LOADING,客服配置加载,true,骨架,V1.3.0,true,APPROVED
ME-010-S02,ME-010,CONTENT,客服信息,true,电话/微信/网址按后台配置,V1.3.0,true,APPROVED
ME-010-S03,ME-010,COPY_SUCCESS,复制成功,true,Snackbar,V1.3.0,true,APPROVED
ME-010-S04,ME-010,APP_UNAVAILABLE,外部应用不可用,true,回退,V1.3.0,true,APPROVED
ME-010-S05,ME-010,ERROR,配置失败,true,重试,V1.3.0,true,APPROVED
ME-011-S01,ME-011,CONTENT,设置列表,true,仅已规划入口,V1.3.0,true,APPROVED
ME-011-S02,ME-011,CLEARING_CACHE,清理缓存中,true,进度,V1.3.0,true,APPROVED
ME-011-S03,ME-011,CACHE_CLEARED,清理成功,true,Snackbar,V1.3.0,true,APPROVED
ME-011-S04,ME-011,CACHE_CLEAR_FAILED,清理失败,true,错误提示,V1.3.0,true,APPROVED
ME-011-S05,ME-011,OFFLINE,离线设置,true,本地操作可用，网络操作说明,V1.3.0,true,APPROVED
ME-012-S01,ME-012,CONTENT,关于信息,true,版本和品牌,V1.3.0,true,APPROVED
ME-012-S02,ME-012,CHECKING_UPDATE,检查更新,true,进度,V1.4.0,true,APPROVED
ME-012-S03,ME-012,UP_TO_DATE,已是最新版,true,结果提示,V1.4.0,true,APPROVED
ME-012-S04,ME-012,UPDATE_AVAILABLE,发现更新,true,进入更新页,V1.4.0,true,APPROVED
ME-012-S05,ME-012,CHECK_FAILED,检查失败,true,重试,V1.4.0,true,APPROVED
ME-OV-001-S01,ME-OV-001,DEFAULT,确认退出,true,取消或退出,V1.0.0,true,APPROVED
ME-OV-001-S02,ME-OV-001,SUBMITTING,退出中,true,撤销令牌,V1.0.0,true,APPROVED
ME-OV-001-S03,ME-OV-001,FAILED,退出请求失败,true,本地安全退出并记录待撤销,V1.0.0,true,APPROVED
ME-OV-002-S01,ME-OV-002,PENDING,待审核项目操作,true,查看/编辑/撤回策略,V1.2.0,true,APPROVED
ME-OV-002-S02,ME-OV-002,PUBLISHED,已发布项目操作,true,查看/编辑/下架,V1.2.0,true,APPROVED
ME-OV-002-S03,ME-OV-002,REJECTED,驳回项目操作,true,查看原因/编辑/重提/删除,V1.2.0,true,APPROVED
ME-OV-002-S04,ME-OV-002,OFFLINE,下架项目操作,true,查看/编辑/删除,V1.2.0,true,APPROVED
