"batch_id","state_id","page_id","state_name","reference_file","implementation_status","code_location","test_or_fixture","notes"
"B02","HOME-001-S10","HOME-001","网络错误","ui-reference/detailed/V1.1.0/HOME-001-S10.png","ALREADY_MATCHED","ui/main/HomeScreen.kt; ui/main/ProjectComponents.kt; ui/main/ProjectViewModel.kt; data/project/HttpProjectRepository.kt; data/project/ProjectCache.kt","home-network-error","本轮未单独触发该边界状态；由现有 UI State/错误映射实现、相关代码或单元测试，以及 B02 的 fast-check、Debug 单元测试和 assembleDebug 服务器门禁证明。按批准要求仅抽查每页代表状态，不将其写成真机直接证据。"
"B02","HOME-001-S11","HOME-001","请求超时","ui-reference/detailed/V1.1.0/HOME-001-S11.png","ALREADY_MATCHED","ui/main/HomeScreen.kt; ui/main/ProjectComponents.kt; ui/main/ProjectViewModel.kt; data/project/HttpProjectRepository.kt; data/project/ProjectCache.kt","home-timeout","本轮未单独触发该边界状态；由现有 UI State/错误映射实现、相关代码或单元测试，以及 B02 的 fast-check、Debug 单元测试和 assembleDebug 服务器门禁证明。按批准要求仅抽查每页代表状态，不将其写成真机直接证据。"
"B02","HOME-001-S12","HOME-001","服务异常","ui-reference/detailed/V1.1.0/HOME-001-S12.png","ALREADY_MATCHED","ui/main/HomeScreen.kt; ui/main/ProjectComponents.kt; ui/main/ProjectViewModel.kt; data/project/HttpProjectRepository.kt; data/project/ProjectCache.kt","home-service-error","本轮未单独触发该边界状态；由现有 UI State/错误映射实现、相关代码或单元测试，以及 B02 的 fast-check、Debug 单元测试和 assembleDebug 服务器门禁证明。按批准要求仅抽查每页代表状态，不将其写成真机直接证据。"
"B03","HOME-002-S01","HOME-002","搜索默认","ui-reference/detailed/V1.1.0/HOME-002-S01.png","ALREADY_MATCHED","ui/main/SearchScreen.kt; ui/main/ProjectComponents.kt; ui/main/MainShell.kt; ui/main/ProjectViewModel.kt","search-default","本轮修复后 Redmi 真机直接证据：final-regression/screenshots/02-search-default.png 与对应 UI dump；蓝色信息态已确认。 B03 的 fast-check、Debug 单元测试和 assembleDebug 服务器门禁通过。"
"B03","HOME-002-S02","HOME-002","输入中","ui-reference/detailed/V1.1.0/HOME-002-S02.png","ALREADY_MATCHED","ui/main/SearchScreen.kt; ui/main/ProjectComponents.kt; ui/main/MainShell.kt; ui/main/ProjectViewModel.kt","search-input","此前 Redmi 完整真机流程已有直接点击/输入/返回/滚动或状态截图证据；本轮未重复该代表状态。相关实现及 B03 的 fast-check、Debug 单元测试和 assembleDebug 服务器门禁通过。"
"B03","HOME-002-S03","HOME-002","搜索中","ui-reference/detailed/V1.1.0/HOME-002-S03.png","ALREADY_MATCHED","ui/main/SearchScreen.kt; ui/main/ProjectComponents.kt; ui/main/MainShell.kt; ui/main/ProjectViewModel.kt","search-loading","本轮未单独触发该边界状态；由现有 UI State/错误映射实现、相关代码或单元测试，以及 B03 的 fast-check、Debug 单元测试和 assembleDebug 服务器门禁证明。按批准要求仅抽查每页代表状态，不将其写成真机直接证据。"
"B03","HOME-002-S04","HOME-002","有结果","ui-reference/detailed/V1.1.0/HOME-002-S04.png","ALREADY_MATCHED","ui/main/SearchScreen.kt; ui/main/ProjectComponents.kt; ui/main/MainShell.kt; ui/main/ProjectViewModel.kt","search-results","此前 Redmi 完整真机流程已有直接点击/输入/返回/滚动或状态截图证据；本轮未重复该代表状态。相关实现及 B03 的 fast-check、Debug 单元测试和 assembleDebug 服务器门禁通过。"
"B03","HOME-002-S05","HOME-002","无结果","ui-reference/detailed/V1.1.0/HOME-002-S05.png","ALREADY_MATCHED","ui/main/SearchScreen.kt; ui/main/ProjectComponents.kt; ui/main/MainShell.kt; ui/main/ProjectViewModel.kt","search-empty","此前 Redmi 完整真机流程已有直接点击/输入/返回/滚动或状态截图证据；本轮未重复该代表状态。相关实现及 B03 的 fast-check、Debug 单元测试和 assembleDebug 服务器门禁通过。"
"B03","HOME-002-S06","HOME-002","离线缓存结果","ui-reference/detailed/V1.1.0/HOME-002-S06.png","ALREADY_MATCHED","ui/main/SearchScreen.kt; ui/main/ProjectComponents.kt; ui/main/MainShell.kt; ui/main/ProjectViewModel.kt","search-offline-cache","本轮未单独触发该边界状态；由现有 UI State/错误映射实现、相关代码或单元测试，以及 B03 的 fast-check、Debug 单元测试和 assembleDebug 服务器门禁证明。按批准要求仅抽查每页代表状态，不将其写成真机直接证据。"
"B03","HOME-002-S07","HOME-002","搜索失败","ui-reference/detailed/V1.1.0/HOME-002-S07.png","ALREADY_MATCHED","ui/main/SearchScreen.kt; ui/main/ProjectComponents.kt; ui/main/MainShell.kt; ui/main/ProjectViewModel.kt","search-error","本轮未单独触发该边界状态；由现有 UI State/错误映射实现、相关代码或单元测试，以及 B03 的 fast-check、Debug 单元测试和 assembleDebug 服务器门禁证明。按批准要求仅抽查每页代表状态，不将其写成真机直接证据。"
"B04","HOME-003-S01","HOME-003","分类列表","ui-reference/detailed/V1.1.0/HOME-003-S01.png","ALREADY_MATCHED","ui/main/HomeScreen.kt; ui/main/ProjectViewModel.kt","category-list","此前 Redmi 完整真机流程已有直接点击/输入/返回/滚动或状态截图证据；本轮未重复该代表状态。相关实现及 B04 的 fast-check、Debug 单元测试和 assembleDebug 服务器门禁通过。"
"B04","HOME-003-S02","HOME-003","选中分类","ui-reference/detailed/V1.1.0/HOME-003-S02.png","ALREADY_MATCHED","ui/main/HomeScreen.kt; ui/main/ProjectViewModel.kt","category-selected","此前 Redmi 完整真机流程已有直接点击/输入/返回/滚动或状态截图证据；本轮未重复该代表状态。相关实现及 B04 的 fast-check、Debug 单元测试和 assembleDebug 服务器门禁通过。"
"B04","HOME-003-S03","HOME-003","无可用分类","ui-reference/detailed/V1.1.0/HOME-003-S03.png","ALREADY_MATCHED","ui/main/HomeScreen.kt; ui/main/ProjectViewModel.kt","category-empty","本轮未单独触发该边界状态；由现有 UI State/错误映射实现、相关代码或单元测试，以及 B04 的 fast-check、Debug 单元测试和 assembleDebug 服务器门禁证明。按批准要求仅抽查每页代表状态，不将其写成真机直接证据。"
"B04","HOME-003-S04","HOME-003","分类加载失败","ui-reference/detailed/V1.1.0/HOME-003-S04.png","ALREADY_MATCHED","ui/main/HomeScreen.kt; ui/main/ProjectViewModel.kt","category-error","本轮未单独触发该边界状态；由现有 UI State/错误映射实现、相关代码或单元测试，以及 B04 的 fast-check、Debug 单元测试和 assembleDebug 服务器门禁证明。按批准要求仅抽查每页代表状态，不将其写成真机直接证据。"
"B05","HOME-004-S01","HOME-004","详情加载","ui-reference/detailed/V1.1.0/HOME-004-S01.png","ALREADY_MATCHED","ui/main/ProjectDetailScreen.kt; ui/main/ProjectComponents.kt; ui/main/ProjectViewModel.kt; data/project/ProjectModels.kt; data/project/ProjectCache.kt","detail-loading","本轮未单独触发该边界状态；由现有 UI State/错误映射实现、相关代码或单元测试，以及 B05 的 fast-check、Debug 单元测试和 assembleDebug 服务器门禁证明。按批准要求仅抽查每页代表状态，不将其写成真机直接证据。"
"B05","HOME-004-S02","HOME-004","公开项目详情","ui-reference/detailed/V1.1.0/HOME-004-S02.png","ALREADY_MATCHED","ui/main/ProjectDetailScreen.kt; ui/main/ProjectComponents.kt; ui/main/ProjectViewModel.kt; data/project/ProjectModels.kt; data/project/ProjectCache.kt","detail-content","此前 Redmi 完整真机流程已有直接点击/输入/返回/滚动或状态截图证据；本轮未重复该代表状态。相关实现及 B05 的 fast-check、Debug 单元测试和 assembleDebug 服务器门禁通过。"
"B05","HOME-004-S06","HOME-004","离线缓存详情","ui-reference/detailed/V1.1.0/HOME-004-S06.png","ALREADY_MATCHED","ui/main/ProjectDetailScreen.kt; ui/main/ProjectComponents.kt; ui/main/ProjectViewModel.kt; data/project/ProjectModels.kt; data/project/ProjectCache.kt","detail-offline-cache","此前 Redmi 完整真机流程已有直接点击/输入/返回/滚动或状态截图证据；本轮未重复该代表状态。相关实现及 B05 的 fast-check、Debug 单元测试和 assembleDebug 服务器门禁通过。"
"B05","HOME-004-S07","HOME-004","图片加载失败","ui-reference/detailed/V1.1.0/HOME-004-S07.png","ALREADY_MATCHED","ui/main/ProjectDetailScreen.kt; ui/main/ProjectComponents.kt; ui/main/ProjectViewModel.kt; data/project/ProjectModels.kt; data/project/ProjectCache.kt","detail-image-error","本轮未单独触发该边界状态；由现有 UI State/错误映射实现、相关代码或单元测试，以及 B05 的 fast-check、Debug 单元测试和 assembleDebug 服务器门禁证明。按批准要求仅抽查每页代表状态，不将其写成真机直接证据。"
"B05","HOME-004-S08","HOME-004","项目不存在","ui-reference/detailed/V1.1.0/HOME-004-S08.png","ALREADY_MATCHED","ui/main/ProjectDetailScreen.kt; ui/main/ProjectComponents.kt; ui/main/ProjectViewModel.kt; data/project/ProjectModels.kt; data/project/ProjectCache.kt","detail-not-found","本轮未单独触发该边界状态；由现有 UI State/错误映射实现、相关代码或单元测试，以及 B05 的 fast-check、Debug 单元测试和 assembleDebug 服务器门禁证明。按批准要求仅抽查每页代表状态，不将其写成真机直接证据。"
"B05","HOME-004-S09","HOME-004","项目不可公开","ui-reference/detailed/V1.1.0/HOME-004-S09.png","ALREADY_MATCHED","ui/main/ProjectDetailScreen.kt; ui/main/ProjectComponents.kt; ui/main/ProjectViewModel.kt; data/project/ProjectModels.kt; data/project/ProjectCache.kt","detail-private","本轮未单独触发该边界状态；由现有 UI State/错误映射实现、相关代码或单元测试，以及 B05 的 fast-check、Debug 单元测试和 assembleDebug 服务器门禁证明。按批准要求仅抽查每页代表状态，不将其写成真机直接证据。"
"B05","HOME-004-S10","HOME-004","详情网络错误","ui-reference/detailed/V1.1.0/HOME-004-S10.png","ALREADY_MATCHED","ui/main/ProjectDetailScreen.kt; ui/main/ProjectComponents.kt; ui/main/ProjectViewModel.kt; data/project/ProjectModels.kt; data/project/ProjectCache.kt","detail-network-error","本轮未单独触发该边界状态；由现有 UI State/错误映射实现、相关代码或单元测试，以及 B05 的 fast-check、Debug 单元测试和 assembleDebug 服务器门禁证明。按批准要求仅抽查每页代表状态，不将其写成真机直接证据。"
"B05","HOME-004-S11","HOME-004","详情服务异常","ui-reference/detailed/V1.1.0/HOME-004-S11.png","ALREADY_MATCHED","ui/main/ProjectDetailScreen.kt; ui/main/ProjectComponents.kt; ui/main/ProjectViewModel.kt; data/project/ProjectModels.kt; data/project/ProjectCache.kt","detail-service-error","本轮未单独触发该边界状态；由现有 UI State/错误映射实现、相关代码或单元测试，以及 B05 的 fast-check、Debug 单元测试和 assembleDebug 服务器门禁证明。按批准要求仅抽查每页代表状态，不将其写成真机直接证据。"
"B05","HOME-OV-001-S01","HOME-OV-001","图片正常","ui-reference/detailed/V1.1.0/HOME-OV-001-S01.png","ALREADY_MATCHED","ui/main/ProjectDetailScreen.kt; ui/main/ProjectComponents.kt; ui/main/ProjectViewModel.kt; data/project/ProjectModels.kt; data/project/ProjectCache.kt","image-viewer","此前 Redmi 完整真机流程已有直接点击/输入/返回/滚动或状态截图证据；本轮未重复该代表状态。相关实现及 B05 的 fast-check、Debug 单元测试和 assembleDebug 服务器门禁通过。"
"B05","HOME-OV-001-S02","HOME-OV-001","缩放查看","ui-reference/detailed/V1.1.0/HOME-OV-001-S02.png","ALREADY_MATCHED","ui/main/ProjectDetailScreen.kt; ui/main/ProjectComponents.kt; ui/main/ProjectViewModel.kt; data/project/ProjectModels.kt; data/project/ProjectCache.kt","image-zoom","此前 Redmi 完整真机流程已有直接点击/输入/返回/滚动或状态截图证据；本轮未重复该代表状态。相关实现及 B05 的 fast-check、Debug 单元测试和 assembleDebug 服务器门禁通过。"
"B05","HOME-OV-001-S03","HOME-OV-001","单图加载失败","ui-reference/detailed/V1.1.0/HOME-OV-001-S03.png","ALREADY_MATCHED","ui/main/ProjectDetailScreen.kt; ui/main/ProjectComponents.kt; ui/main/ProjectViewModel.kt; data/project/ProjectModels.kt; data/project/ProjectCache.kt","image-retry","本轮未单独触发该边界状态；由现有 UI State/错误映射实现、相关代码或单元测试，以及 B05 的 fast-check、Debug 单元测试和 assembleDebug 服务器门禁证明。按批准要求仅抽查每页代表状态，不将其写成真机直接证据。"
"B06","HOME-OV-002-S01","HOME-OV-002","手机号操作","ui-reference/detailed/V1.1.0/HOME-OV-002-S01.png","ALREADY_MATCHED","ui/main/ProjectDetailScreen.kt; data/project/ProjectPaging.kt","contact-phone","本轮修复后 Redmi 真机直接证据：final-regression/screenshots/04-phone-sheet.png 与对应 UI dump；标题“手机号”和 646****4646 已确认。 B06 的 fast-check、Debug 单元测试和 assembleDebug 服务器门禁通过。"
"B06","HOME-OV-002-S02","HOME-OV-002","微信操作","ui-reference/detailed/V1.1.0/HOME-OV-002-S02.png","ALREADY_MATCHED","ui/main/ProjectDetailScreen.kt; data/project/ProjectPaging.kt","contact-wechat","此前 Redmi 完整真机流程已有直接点击/输入/返回/滚动或状态截图证据；本轮未重复该代表状态。相关实现及 B06 的 fast-check、Debug 单元测试和 assembleDebug 服务器门禁通过。"
"B06","HOME-OV-002-S03","HOME-OV-002","QQ 操作","ui-reference/detailed/V1.1.0/HOME-OV-002-S03.png","ALREADY_MATCHED","ui/main/ProjectDetailScreen.kt; data/project/ProjectPaging.kt","contact-qq","此前 Redmi 完整真机流程已有直接点击/输入/返回/滚动或状态截图证据；本轮未重复该代表状态。相关实现及 B06 的 fast-check、Debug 单元测试和 assembleDebug 服务器门禁通过。"
"B06","HOME-OV-002-S04","HOME-OV-002","网址操作","ui-reference/detailed/V1.1.0/HOME-OV-002-S04.png","ALREADY_MATCHED","ui/main/ProjectDetailScreen.kt; data/project/ProjectPaging.kt","contact-url","此前 Redmi 完整真机流程已有直接点击/输入/返回/滚动或状态截图证据；本轮未重复该代表状态。相关实现及 B06 的 fast-check、Debug 单元测试和 assembleDebug 服务器门禁通过。"
"B06","HOME-OV-002-S05","HOME-OV-002","外链确认","ui-reference/detailed/V1.1.0/HOME-OV-002-S05.png","ALREADY_MATCHED","ui/main/ProjectDetailScreen.kt; ui/components/StkDialogs.kt; data/project/ProjectPaging.kt","contact-url-confirm","此前 Redmi 真机流程已直接触发该状态；本轮修复后的颜色/安全图标因线上项目当前仅返回手机号而未单独重触发。最终样式由 ProjectDetailScreen/StkDialogs 代码、单元测试及 B06 服务器三门禁证明，不冒充本轮真机截图。"
"B06","HOME-OV-002-S06","HOME-OV-002","应用未安装","ui-reference/detailed/V1.1.0/HOME-OV-002-S06.png","ALREADY_MATCHED","ui/main/ProjectDetailScreen.kt; data/project/ProjectPaging.kt","contact-app-missing","此前 Redmi 完整真机流程已有直接点击/输入/返回/滚动或状态截图证据；本轮未重复该代表状态。相关实现及 B06 的 fast-check、Debug 单元测试和 assembleDebug 服务器门禁通过。"
"B06","HOME-OV-002-S07","HOME-OV-002","无效目标","ui-reference/detailed/V1.1.0/HOME-OV-002-S07.png","ALREADY_MATCHED","ui/main/ProjectDetailScreen.kt; data/project/ProjectPaging.kt","contact-invalid","此前 Redmi 完整真机流程已有直接点击/输入/返回/滚动或状态截图证据；本轮未重复该代表状态。相关实现及 B06 的 fast-check、Debug 单元测试和 assembleDebug 服务器门禁通过。"
