state_id,page_id,state_name,description,implementation_version,visual_reference,automation,release_blocking
AUTH-OV-001-S02,AUTH-OV-001,等待输入,验证码图片、输入和刷新,V1.0.0,visual/states/AUTH-OV-001-S02.png,EMULATOR_VISUAL_SMOKE,YES
AUTH-OV-001-S03,AUTH-OV-001,输入错误,错误反馈并计数,V1.0.0,visual/states/AUTH-OV-001-S03.png,STATE_OR_COMPONENT_TEST,NO
AUTH-OV-001-S04,AUTH-OV-001,验证码已过期,自动刷新 challenge,V1.0.0,visual/states/AUTH-OV-001-S04.png,STATE_OR_COMPONENT_TEST,NO
AUTH-OV-001-S05,AUTH-OV-001,刷新中,防连续刷新,V1.0.0,visual/states/AUTH-OV-001-S05.png,STATE_OR_COMPONENT_TEST,NO
AUTH-OV-001-S06,AUTH-OV-001,验证中,确认按钮加载,V1.0.0,visual/states/AUTH-OV-001-S06.png,STATE_OR_COMPONENT_TEST,NO
AUTH-OV-001-S07,AUTH-OV-001,验证成功,返回一次性 ticket,V1.0.0,visual/states/AUTH-OV-001-S07.png,STATE_OR_COMPONENT_TEST,NO
AUTH-OV-001-S08,AUTH-OV-001,验证码网络失败,重试或取消,V1.0.0,visual/states/AUTH-OV-001-S08.png,STATE_OR_COMPONENT_TEST,NO
AUTH-OV-002-S01,AUTH-OV-002,登录暂时锁定,显示解锁时间,V1.0.0,visual/states/AUTH-OV-002-S01.png,STATE_OR_COMPONENT_TEST,NO
AUTH-OV-002-S02,AUTH-OV-002,账号被禁用,显示客服入口,V1.0.0,visual/states/AUTH-OV-002-S02.png,STATE_OR_COMPONENT_TEST,NO
AUTH-OV-002-S03,AUTH-OV-002,需要人工核验,不暴露内部风控规则,V1.0.0,visual/states/AUTH-OV-002-S03.png,STATE_OR_COMPONENT_TEST,NO
AUTH-OV-002-S04,AUTH-OV-002,登录方式暂不可用,提示使用另一登录方式,V1.0.0,visual/states/AUTH-OV-002-S04.png,STATE_OR_COMPONENT_TEST,NO
HOME-001-S07,HOME-001,暂无项目,后台无 published 项目,V1.0.0,visual/states/HOME-001-S07.png,EMULATOR_VISUAL_SMOKE,YES
HOME-001-S13,HOME-001,登录过期,转登录前提示,V1.0.0,visual/states/HOME-001-S13.png,STATE_OR_COMPONENT_TEST,NO
ME-001-S01,ME-001,资料加载,资料卡与模块骨架,V1.0.0,visual/states/ME-001-S01.png,STATE_OR_COMPONENT_TEST,NO
ME-001-S02,ME-001,V1 基础资料,头像、昵称、UID、脱敏手机号和我的发布阶段入口,V1.0.0,visual/states/ME-001-S02.png,EMULATOR_VISUAL_SMOKE,YES
ME-001-S07,ME-001,资料加载失败,重试,V1.0.0,visual/states/ME-001-S07.png,STATE_OR_COMPONENT_TEST,NO
ME-001-S08,ME-001,登录过期,清理敏感内容并登录,V1.0.0,visual/states/ME-001-S08.png,STATE_OR_COMPONENT_TEST,NO
ME-OV-001-S01,ME-OV-001,确认退出,取消或退出,V1.0.0,visual/states/ME-OV-001-S01.png,EMULATOR_VISUAL_SMOKE,YES
ME-OV-001-S02,ME-OV-001,退出中,撤销令牌,V1.0.0,visual/states/ME-OV-001-S02.png,STATE_OR_COMPONENT_TEST,NO
ME-OV-001-S03,ME-OV-001,退出请求失败,本地安全退出并记录待撤销,V1.0.0,visual/states/ME-OV-001-S03.png,STATE_OR_COMPONENT_TEST,NO
