state_id,page_id,implementation_version,state_name,batch_id,status,notes
ME-012-S01,ME-012,V1.3.0,关于信息,B33,IMPLEMENTED_VERIFIED,最终 APK 真机显示 1.3.0-beta.1、versionCode 10301 和 applicationId。
ME-012-S02,ME-012,V1.4.0,检查更新,B42,IMPLEMENTED_VERIFIED,关于页真实请求期间显示检查进度；V2203A 真机状态和 UI 层级已留证。
ME-012-S03,ME-012,V1.4.0,已是最新版,B42,IMPLEMENTED_VERIFIED,关于页比较安装版本与生产发布版本；真机显示“当前已是最新版本 1.4.0-beta.1”。
ME-012-S04,ME-012,V1.4.0,发现更新,B42,IMPLEMENTED_VERIFIED,受控可选更新记录下关于页显示发现更新并进入版本更新页；真机点击链路已验证。
ME-012-S05,ME-012,V1.4.0,检查失败,B42,IMPLEMENTED_VERIFIED,关于页错误状态使用脱敏文案和重试；服务器单元测试及真机断网回退共同覆盖。
SYS-001-S05,SYS-001,V1.4.0,发现可选更新,B40,IMPLEMENTED_VERIFIED,启动 bootstrap 可选更新判定和稍后继续均已在 V2203A 真机验证。
SYS-001-S06,SYS-001,V1.4.0,发现强制更新,B40,IMPLEMENTED_VERIFIED,最低版本和 mandatory 判定已实现；真机 Back 无法绕过强制更新。
SYS-001-S07,SYS-001,V1.4.0,维护模式,B40,IMPLEMENTED_VERIFIED,生产受控维护记录触发启动维护页；重试和恢复链路真机通过。
SYS-002-S01,SYS-002,V1.4.0,系统维护,B42,IMPLEMENTED_VERIFIED,维护消息、恢复时间和重试状态已实现；V2203A 真机截图与参考图复核通过。
SYS-002-S05,SYS-002,V1.4.0,服务已恢复,B42,IMPLEMENTED_VERIFIED,重试成功显示服务恢复并返回安全页；真机受控维护恢复路径已验证。
SYS-003-S01,SYS-003,V1.4.0,检查版本,B41,IMPLEMENTED_VERIFIED,更新页请求状态和版本服务路由已实现；关于页及 App Link 真机触发通过。
SYS-003-S02,SYS-003,V1.4.0,已是最新版,B41,IMPLEMENTED_VERIFIED,最终生产记录下 /update App Link 显示 1.4.0-beta.1 为最新版；视觉复核通过。
SYS-003-S03,SYS-003,V1.4.0,可选更新可用,B41,IMPLEMENTED_VERIFIED,版本卡、安装包大小、说明和可选标签均由真实发布数据渲染；真机验证。
SYS-003-S04,SYS-003,V1.4.0,强制更新可用,B41,IMPLEMENTED_VERIFIED,强制标签、最低版本边界和不可绕过路由已在真机受控记录下验证。
SYS-003-S05,SYS-003,V1.4.0,正在下载,B41,IMPLEMENTED_VERIFIED,真实字节进度、百分比、禁用主按钮和取消下载均已实现并留存真机证据。
SYS-003-S06,SYS-003,V1.4.0,下载失败,B41,IMPLEMENTED_VERIFIED,断网失败使用通用脱敏文案且可重试；修复后最终 APK 真机验证。
SYS-003-S07,SYS-003,V1.4.0,等待安装,B41,IMPLEMENTED_VERIFIED,下载完成及 SHA 成功后进入等待安装；真机显示安装入口并继续 FileProvider 链路。
SYS-003-S08,SYS-003,V1.4.0,安装受阻,B41,IMPLEMENTED_VERIFIED,未知来源未授权时进入应用专属设置，系统安装器不可用也有明确回退；真机验证授权分支。
SYS-OV-001-S01,SYS-OV-001,V1.4.0,可选更新,B40,IMPLEMENTED_VERIFIED,可关闭可选更新弹层与稍后/立即更新双操作已按参考图实现并真机验证。
SYS-OV-001-S02,SYS-OV-001,V1.4.0,下载中,B40,IMPLEMENTED_VERIFIED,同一更新组件的下载中状态和进度已实现；正式交互按合同进入 SYS-003 详情页。
SYS-OV-001-S03,SYS-OV-001,V1.4.0,下载失败,B40,IMPLEMENTED_VERIFIED,同一更新组件的下载失败和重试状态已实现；正式交互按合同进入 SYS-003 详情页。
SYS-OV-002-S01,SYS-OV-002,V1.4.0,强制更新,B40,IMPLEMENTED_VERIFIED,不可关闭强制更新弹层仅提供立即更新；真机 Back 后仍停留该状态。
SYS-OV-002-S02,SYS-OV-002,V1.4.0,强制更新下载中,B40,IMPLEMENTED_VERIFIED,强制路径沿用安全下载组件且禁止进入业务页；字节进度真机验证。
SYS-OV-002-S03,SYS-OV-002,V1.4.0,强制更新失败,B40,IMPLEMENTED_VERIFIED,强制下载失败保留重试与客服边界且不能绕过；网络失败/恢复真机验证。
